ï»¿Report_Data_Extracted,LTC_Home,LTC_City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-08-12,Castleview Wychwood Towers,,456.0,0.0,<5,<5
2020-08-12,Cawthra Gardens,,192.0,0.0,0,0.0
2020-08-12,Delhi Long Term Care Centre,,60.0,0.0,0,<5
2020-08-12,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-12,Garden City Manor,,200.0,<5,<5,5.0
2020-08-12,Kipling Acres,,337.0,0.0,16,<5
2020-08-12,Maxville Manor,,122.0,0.0,0,0.0
2020-08-12,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-12,R. H. Lawson Eventide Home,,101.0,<5,0,<5
2020-08-12,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-08-12,The Meadows of Dorchester,,121.0,0.0,0,<5
2020-08-12,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-12,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-12,Villa Marconi,,128.0,0.0,0,<5
2020-08-13,Castleview Wychwood Towers,,456.0,0.0,<5,<5
2020-08-13,Cawthra Gardens,,192.0,0.0,0,0.0
2020-08-13,Delhi Long Term Care Centre,,60.0,0.0,0,<5
2020-08-13,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-13,Garden City Manor,,200.0,0.0,<5,5.0
2020-08-13,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-13,Kipling Acres,,337.0,0.0,16,<5
2020-08-13,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-13,R. H. Lawson Eventide Home,,101.0,<5,0,<5
2020-08-13,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-08-13,The Meadows of Dorchester,,121.0,0.0,0,<5
2020-08-13,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-13,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-13,Villa Marconi,,128.0,0.0,0,<5
2020-08-14,Castleview Wychwood Towers,,456.0,0.0,<5,<5
2020-08-14,Delhi Long Term Care Centre,,60.0,0.0,0,<5
2020-08-14,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-14,Garden City Manor,,200.0,<5,<5,5.0
2020-08-14,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-14,Kipling Acres,,337.0,0.0,16,<5
2020-08-14,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-14,R. H. Lawson Eventide Home,,101.0,<5,0,<5
2020-08-14,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-08-14,The Meadows of Dorchester,,121.0,0.0,0,<5
2020-08-14,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-14,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-14,Villa Marconi,,128.0,0.0,0,<5
2020-08-15,Castleview Wychwood Towers,,456.0,0.0,<5,<5
2020-08-15,Delhi Long Term Care Centre,,60.0,0.0,0,<5
2020-08-15,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-15,Garden City Manor,,200.0,<5,<5,5.0
2020-08-15,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-15,Kipling Acres,,337.0,0.0,16,<5
2020-08-15,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-15,R. H. Lawson Eventide Home,,101.0,<5,0,<5
2020-08-15,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-08-15,The Meadows of Dorchester,,121.0,0.0,0,<5
2020-08-15,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-15,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-15,Villa Marconi,,128.0,0.0,0,<5
2020-08-16,Castleview Wychwood Towers,,456.0,0.0,<5,<5
2020-08-16,Delhi Long Term Care Centre,,60.0,0.0,0,<5
2020-08-16,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-16,Garden City Manor,,200.0,<5,<5,5.0
2020-08-16,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-16,Kipling Acres,,337.0,0.0,16,<5
2020-08-16,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-16,R. H. Lawson Eventide Home,,101.0,<5,0,<5
2020-08-16,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-08-16,The Meadows of Dorchester,,121.0,0.0,0,<5
2020-08-16,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-16,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-16,Villa Marconi,,128.0,0.0,0,<5
2020-08-17,Castleview Wychwood Towers,,456.0,0.0,<5,<5
2020-08-17,Delhi Long Term Care Centre,,60.0,0.0,0,<5
2020-08-17,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-17,Extendicare Brampton,,150.0,0.0,<5,<5
2020-08-17,Garden City Manor,,200.0,<5,<5,5.0
2020-08-17,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-17,Kipling Acres,,337.0,0.0,16,<5
2020-08-17,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-17,The Meadows of Dorchester,,121.0,0.0,0,<5
2020-08-17,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-17,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-17,Villa Marconi,,128.0,0.0,0,<5
2020-08-18,Burton Manor,,128.0,0.0,12,<5
2020-08-18,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-18,Extendicare Brampton,,150.0,0.0,<5,<5
2020-08-18,Garden City Manor,,200.0,<5,<5,5.0
2020-08-18,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-18,Kipling Acres,,337.0,0.0,16,<5
2020-08-18,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-18,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-18,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-18,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-19,Burton Manor,,128.0,0.0,12,<5
2020-08-19,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-19,Extendicare Brampton,,150.0,0.0,<5,<5
2020-08-19,Garden City Manor,,200.0,<5,<5,5.0
2020-08-19,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-19,Kipling Acres,,337.0,0.0,16,<5
2020-08-19,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-19,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-19,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-19,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-19,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-20,Burton Manor,,128.0,0.0,12,<5
2020-08-20,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-20,Extendicare Brampton,,150.0,0.0,<5,<5
2020-08-20,Garden City Manor,,200.0,<5,<5,5.0
2020-08-20,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-20,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-20,Golden Years Nursing Home,,88.0,<5,0,0.0
2020-08-20,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-20,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-08-20,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-20,The Village of Erin Meadows,,180.0,0.0,20,0.0
2020-08-20,The Village of Sandalwood Park,,120.0,0.0,0,<5
2020-08-21,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-21,Garden City Manor,,200.0,<5,<5,5.0
2020-08-21,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-21,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-21,Golden Years Nursing Home,,88.0,<5,0,0.0
2020-08-21,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-21,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-22,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-22,Garden City Manor,,200.0,<5,<5,5.0
2020-08-22,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-22,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-22,Golden Years Nursing Home,,88.0,<5,0,0.0
2020-08-22,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-22,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-23,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-23,Garden City Manor,,200.0,<5,<5,5.0
2020-08-23,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-23,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-23,Golden Years Nursing Home,,88.0,<5,0,0.0
2020-08-23,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-23,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-24,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-24,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-24,Glen Hill Strathaven,,210.0,<5,0,0.0
2020-08-24,Golden Years Nursing Home,,88.0,<5,0,0.0
2020-08-24,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-24,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-25,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-25,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-25,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-08-25,Golden Years Nursing Home,,88.0,<5,0,0.0
2020-08-25,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-08-25,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-25,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-26,Cawthra Gardens,,192.0,0.0,0,<5
2020-08-26,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-26,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-26,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-08-26,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-08-26,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-08-26,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-26,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-26,Union Villa,,160.0,0.0,0,<5
2020-08-27,Cawthra Gardens,,192.0,0.0,0,<5
2020-08-27,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-27,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-27,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-08-27,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-08-27,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-08-27,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-27,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-27,Union Villa,,160.0,0.0,0,<5
2020-08-28,Cawthra Gardens,,192.0,0.0,0,<5
2020-08-28,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-28,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-28,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-08-28,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-08-28,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-08-28,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-28,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-28,Union Villa,,160.0,0.0,0,<5
2020-08-29,Cawthra Gardens,,192.0,0.0,0,<5
2020-08-29,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-29,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-29,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-08-29,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-08-29,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-08-29,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-29,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-29,Union Villa,,160.0,0.0,0,<5
2020-08-30,Cawthra Gardens,,192.0,0.0,0,<5
2020-08-30,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-30,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-30,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-08-30,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-08-30,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-08-30,Millennium Trail Manor,,160.0,0.0,0,<5
2020-08-30,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-30,Union Villa,,160.0,0.0,0,<5
2020-08-31,Cawthra Gardens,,192.0,0.0,0,<5
2020-08-31,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-08-31,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-08-31,Extendicare West End Villa,,242.0,<5,0,0.0
2020-08-31,Forest Hill,,160.0,0.0,0,<5
2020-08-31,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-08-31,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-08-31,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-08-31,Madonna Care Community,,160.0,0.0,46,<5
2020-08-31,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-08-31,Residence Saint-Louis,,198.0,0.0,9,<5
2020-08-31,Union Villa,,160.0,0.0,0,<5
2020-09-01,Avalon Retirement Centre,,137.0,0.0,0,<5
2020-09-01,Cawthra Gardens,,192.0,0.0,0,<5
2020-09-01,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-01,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-09-01,Extendicare West End Villa,,242.0,<5,0,0.0
2020-09-01,Forest Hill,,160.0,0.0,0,<5
2020-09-01,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-09-01,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-09-01,Madonna Care Community,,160.0,0.0,46,<5
2020-09-01,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-09-01,Residence Saint-Louis,,198.0,0.0,9,<5
2020-09-01,The Pines,,160.0,0.0,0,<5
2020-09-01,Union Villa,,160.0,0.0,0,<5
2020-09-02,Avalon Retirement Centre,,137.0,0.0,0,<5
2020-09-02,Cawthra Gardens,,192.0,0.0,0,<5
2020-09-02,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-02,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,15,0.0
2020-09-02,Extendicare West End Villa,,242.0,8.0,0,<5
2020-09-02,Forest Hill,,160.0,0.0,0,<5
2020-09-02,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-09-02,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-09-02,Madonna Care Community,,160.0,0.0,46,<5
2020-09-02,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-02,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-09-02,Northridge,,133.0,0.0,0,<5
2020-09-02,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-02,Residence Saint-Louis,,198.0,0.0,9,<5
2020-09-02,The Pines,,160.0,0.0,0,<5
2020-09-02,Union Villa,,160.0,0.0,0,<5
2020-09-03,Avalon Retirement Centre,,137.0,0.0,0,<5
2020-09-03,Cawthra Gardens,,192.0,0.0,0,<5
2020-09-03,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-03,Extendicare Laurier Manor,,242.0,0.0,25,<5
2020-09-03,Extendicare West End Villa,,242.0,8.0,0,<5
2020-09-03,Fieldstone Commons Care Community,,224.0,0.0,0,5.0
2020-09-03,Forest Hill,,160.0,0.0,0,<5
2020-09-03,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-09-03,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-09-03,Madonna Care Community,,160.0,0.0,46,<5
2020-09-03,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-03,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-09-03,Northridge,,133.0,0.0,0,<5
2020-09-03,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-03,Residence Saint-Louis,,198.0,0.0,9,<5
2020-09-03,The Pines,,160.0,0.0,0,<5
2020-09-03,Union Villa,,160.0,0.0,0,<5
2020-09-04,Avalon Retirement Centre,,137.0,0.0,0,<5
2020-09-04,Burton Manor,,128.0,<5,12,<5
2020-09-04,Cawthra Gardens,,192.0,0.0,0,<5
2020-09-04,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,0.0
2020-09-04,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-04,Extendicare Laurier Manor,,242.0,0.0,25,<5
2020-09-04,Extendicare West End Villa,,242.0,<5,0,10.0
2020-09-04,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-04,Forest Hill,,160.0,0.0,0,<5
2020-09-04,Golden Years Nursing Home,,88.0,0.0,<5,0.0
2020-09-04,Lakeview Manor,,149.0,0.0,0,<5
2020-09-04,Madonna Care Community,,160.0,0.0,46,<5
2020-09-04,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-04,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-09-04,Northridge,,133.0,0.0,0,<5
2020-09-04,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-04,The Pines,,160.0,<5,0,<5
2020-09-05,Avalon Retirement Centre,,137.0,0.0,0,<5
2020-09-05,Burton Manor,,128.0,<5,12,<5
2020-09-05,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-05,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-05,Extendicare Laurier Manor,,242.0,0.0,25,<5
2020-09-05,Extendicare West End Villa,,242.0,9.0,0,<5
2020-09-05,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-05,Forest Hill,,160.0,0.0,0,<5
2020-09-05,Lakeview Manor,,149.0,0.0,0,<5
2020-09-05,Madonna Care Community,,160.0,0.0,46,<5
2020-09-05,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-05,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-09-05,Northridge,,133.0,0.0,0,<5
2020-09-05,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-05,The Perley and Rideau Veterans' Health Centre,,450.0,0.0,12,<5
2020-09-05,The Pines,,160.0,<5,0,<5
2020-09-05,Villa Forum,,160.0,<5,10,<5
2020-09-06,Avalon Retirement Centre,,137.0,0.0,0,<5
2020-09-06,Burton Manor,,128.0,<5,12,<5
2020-09-06,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-06,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-06,Extendicare Laurier Manor,,242.0,0.0,25,<5
2020-09-06,Extendicare West End Villa,,242.0,9.0,0,<5
2020-09-06,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-06,Forest Hill,,160.0,0.0,0,<5
2020-09-06,Lakeview Manor,,149.0,0.0,0,<5
2020-09-06,Madonna Care Community,,160.0,0.0,46,<5
2020-09-06,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-06,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-09-06,Northridge,,133.0,0.0,0,<5
2020-09-06,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-06,Roberta Place,,140.0,0.0,0,<5
2020-09-06,The Perley and Rideau Veterans' Health Centre,,450.0,0.0,12,<5
2020-09-06,The Pines,,160.0,<5,0,<5
2020-09-06,The Village at University Gates,,192.0,0.0,0,<5
2020-09-06,Villa Forum,,160.0,<5,10,<5
2020-09-07,Avalon Retirement Centre,,137.0,0.0,0,<5
2020-09-07,Burton Manor,,128.0,<5,12,<5
2020-09-07,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-07,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-07,Extendicare Laurier Manor,,242.0,0.0,25,<5
2020-09-07,Extendicare West End Villa,,242.0,14.0,0,<5
2020-09-07,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-07,Forest Hill,,160.0,0.0,0,<5
2020-09-07,Lakeview Manor,,149.0,0.0,0,<5
2020-09-07,Madonna Care Community,,160.0,0.0,46,<5
2020-09-07,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-07,Mill Creek Care Centre,,160.0,0.0,0,<5
2020-09-07,Northridge,,133.0,0.0,0,<5
2020-09-07,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-07,Roberta Place,,140.0,0.0,0,<5
2020-09-07,The Perley and Rideau Veterans' Health Centre,,450.0,0.0,12,<5
2020-09-07,The Pines,,160.0,<5,0,<5
2020-09-07,The Village at University Gates,,192.0,0.0,0,<5
2020-09-07,Villa Forum,,160.0,<5,10,<5
2020-09-08,Avalon Retirement Centre,,137.0,0.0,0,<5
2020-09-08,Burton Manor,,128.0,<5,12,<5
2020-09-08,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-08,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-08,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-09-08,Extendicare West End Villa,,242.0,28.0,0,<5
2020-09-08,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-08,Forest Hill,,160.0,0.0,0,<5
2020-09-08,Lakeview Manor,,149.0,0.0,0,<5
2020-09-08,Madonna Care Community,,160.0,0.0,46,<5
2020-09-08,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-08,Northridge,,133.0,0.0,0,<5
2020-09-08,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-08,Roberta Place,,140.0,0.0,0,<5
2020-09-08,The Perley and Rideau Veterans' Health Centre,,450.0,<5,12,<5
2020-09-08,The Pines,,160.0,<5,0,<5
2020-09-08,The Village at University Gates,,192.0,0.0,0,<5
2020-09-08,Villa Forum,,160.0,<5,10,<5
2020-09-09,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-09,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-09,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-09-09,Extendicare West End Villa,,242.0,28.0,0,<5
2020-09-09,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-09,Forest Hill,,160.0,0.0,0,<5
2020-09-09,Hillel Lodge,,121.0,0.0,0,<5
2020-09-09,Lakeview Manor,,149.0,0.0,0,<5
2020-09-09,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-09,Northridge,,133.0,0.0,0,<5
2020-09-09,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-09,Roberta Place,,140.0,0.0,0,<5
2020-09-09,The Perley and Rideau Veterans' Health Centre,,450.0,<5,12,<5
2020-09-09,The Pines,,160.0,<5,0,<5
2020-09-09,The Village at University Gates,,192.0,0.0,0,<5
2020-09-09,Villa Forum,,160.0,<5,10,<5
2020-09-10,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-10,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-10,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-09-10,Extendicare West End Villa,,242.0,29.0,0,5.0
2020-09-10,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-10,Forest Hill,,160.0,0.0,0,<5
2020-09-10,Hillel Lodge,,121.0,0.0,0,<5
2020-09-10,John Noble Home,,156.0,0.0,0,<5
2020-09-10,Lakeview Manor,,149.0,0.0,0,<5
2020-09-10,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-10,Northridge,,133.0,0.0,0,<5
2020-09-10,peopleCare A.R. Goudie Kitchener,,80.0,<5,9,0.0
2020-09-10,Roberta Place,,140.0,0.0,0,<5
2020-09-10,The Perley and Rideau Veterans' Health Centre,,450.0,<5,12,<5
2020-09-10,The Pines,,160.0,<5,0,<5
2020-09-10,The Village at University Gates,,192.0,0.0,0,0.0
2020-09-10,Villa Forum,,160.0,<5,10,0.0
2020-09-11,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-11,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-11,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-09-11,Extendicare West End Villa,,242.0,29.0,0,5.0
2020-09-11,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-11,Forest Hill,,160.0,0.0,0,<5
2020-09-11,Hillel Lodge,,121.0,0.0,0,<5
2020-09-11,John Noble Home,,156.0,0.0,0,<5
2020-09-11,Lakeview Manor,,149.0,0.0,0,<5
2020-09-11,Maynard Nursing Home,,77.0,<5,0,<5
2020-09-11,Northridge,,133.0,0.0,0,<5
2020-09-11,Roberta Place,,140.0,0.0,0,<5
2020-09-11,The Perley and Rideau Veterans' Health Centre,,450.0,<5,12,<5
2020-09-11,The Pines,,160.0,<5,0,<5
2020-09-11,The Village at University Gates,,192.0,0.0,0,0.0
2020-09-11,Villa Forum,,160.0,<5,10,0.0
2020-09-11,Yee Hong Centre - Markham,,200.0,0.0,0,<5
2020-09-12,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-12,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-12,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-09-12,Extendicare West End Villa,,242.0,29.0,0,5.0
2020-09-12,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-12,Forest Hill,,160.0,0.0,0,<5
2020-09-12,Hillel Lodge,,121.0,0.0,0,<5
2020-09-12,John Noble Home,,156.0,0.0,0,<5
2020-09-12,Lakeview Manor,,149.0,0.0,0,<5
2020-09-12,Roberta Place,,140.0,0.0,0,<5
2020-09-12,The Perley and Rideau Veterans' Health Centre,,450.0,<5,12,<5
2020-09-12,The Pines,,160.0,<5,0,<5
2020-09-12,The Village at University Gates,,192.0,0.0,0,0.0
2020-09-12,Villa Colombo Seniors Centre (Vaughan),,160.0,0.0,21,<5
2020-09-12,Villa Forum,,160.0,<5,10,0.0
2020-09-12,Yee Hong Centre - Markham,,200.0,0.0,0,<5
2020-09-13,Chartwell Aurora Long Term Care Residence,,235.0,0.0,11,<5
2020-09-13,Dundas Manor Nursing Home,,98.0,0.0,0,<5
2020-09-13,Extendicare Laurier Manor,,242.0,<5,25,<5
2020-09-13,Extendicare West End Villa,,242.0,29.0,0,5.0
2020-09-13,Fieldstone Commons Care Community,,224.0,0.0,0,<5
2020-09-13,Forest Hill,,160.0,0.0,0,<5
2020-09-13,Hillel Lodge,,121.0,0.0,0,<5
2020-09-13,John Noble Home,,156.0,0.0,0,<5
2020-09-13,Lakeview Manor,,149.0,0.0,0,<5
2020-09-13,Roberta Place,,140.0,0.0,0,<5
2020-09-13,The Perley and Rideau Veterans' Health Centre,,450.0,<5,12,<5
2020-09-13,The Pines,,160.0,<5,0,<5
2020-09-13,The Village at University Gates,,192.0,0.0,0,0.0
2020-09-13,Villa Colombo Seniors Centre (Vaughan),,160.0,0.0,21,<5
2020-09-13,Villa Forum,,160.0,<5,10,0.0
2020-09-13,Woodhall Park Care Community,,147.0,0.0,0,<5
