ï»¿Report_Data_Extracted,LTC_Home,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-07-11,Hawthorn Woods Care Community,Brampton,160.0,0.0,0.0,<5
2020-07-11,Malton Village Long Term Care Centre,Mississauga,160.0,0.0,0.0,<5
2020-07-11,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-11,Midland Gardens Care Community,Scarborough,299.0,6.0,42.0,<5
2020-07-11,Nisbet Lodge,Toronto,103.0,33.0,7.0,24.0
2020-07-11,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-07-11,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-11,The Jewish Home for the Aged,North York,472.0,<5,<5,<5
2020-07-11,The Kensington Gardens,Toronto,350.0,0.0,8.0,<5
2020-07-11,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,0.0,12.0,<5
2020-07-11,Ukrainian Canadian Care Centre,Etobicoke,152.0,<5,10.0,11.0
2020-07-11,Villa Colombo Homes for the Aged,Toronto,391.0,23.0,26.0,5.0
2020-07-11,Waters Edge Care Community,North Bay,148.0,0.0,0.0,0.0
2020-07-11,Weston Terrace Care Community,Toronto,224.0,0.0,34.0,<5
2020-07-11,Woodbridge Vista Care Community,Woodbridge,224.0,0.0,31.0,43.0
2020-07-12,Belvedere Heights,Parry Sound,101.0,0.0,0.0,0.0
2020-07-12,Camilla Care Community,Mississauga,236.0,<5,68.0,7.0
2020-07-12,Elmwood Place,London,90.0,0.0,0.0,<5
2020-07-12,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-12,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-12,Garden City Manor,St. Catharines,200.0,<5,<5,<5
2020-07-12,Garden Court Nursing Home,Etobicoke,45.0,<5,10.0,<5
2020-07-12,Grace Villa Nursing Home,Hamilton,184.0,0.0,0.0,<5
2020-07-12,Harmony Hills Care Community,East York,160.0,0.0,0.0,<5
2020-07-12,Hawthorn Woods Care Community,Brampton,160.0,0.0,0.0,<5
2020-07-12,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-12,Malton Village Long Term Care Centre,Mississauga,160.0,0.0,0.0,<5
2020-07-12,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-12,Midland Gardens Care Community,Scarborough,299.0,6.0,42.0,<5
2020-07-12,Nisbet Lodge,Toronto,103.0,33.0,7.0,24.0
2020-07-12,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-07-12,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-12,The Jewish Home for the Aged,North York,472.0,<5,<5,<5
2020-07-12,The Kensington Gardens,Toronto,350.0,0.0,8.0,<5
2020-07-12,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,0.0,12.0,<5
2020-07-12,Ukrainian Canadian Care Centre,Etobicoke,152.0,<5,10.0,11.0
2020-07-12,Villa Colombo Homes for the Aged,Toronto,391.0,23.0,26.0,5.0
2020-07-12,Waters Edge Care Community,North Bay,148.0,0.0,0.0,0.0
2020-07-12,Weston Terrace Care Community,Toronto,224.0,0.0,34.0,<5
2020-07-12,Woodbridge Vista Care Community,Woodbridge,224.0,0.0,31.0,43.0
2020-07-13,Belvedere Heights,Parry Sound,101.0,0.0,0.0,0.0
2020-07-13,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-13,Camilla Care Community,Mississauga,236.0,<5,68.0,7.0
2020-07-13,Elmwood Place,London,90.0,0.0,0.0,<5
2020-07-13,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-13,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-13,Garden City Manor,St. Catharines,200.0,<5,<5,<5
2020-07-13,Garden Court Nursing Home,Etobicoke,45.0,<5,10.0,<5
2020-07-13,Grace Villa Nursing Home,Hamilton,184.0,0.0,0.0,<5
2020-07-13,Harmony Hills Care Community,East York,160.0,0.0,0.0,<5
2020-07-13,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-13,Malton Village Long Term Care Centre,Mississauga,160.0,0.0,0.0,<5
2020-07-13,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-13,Midland Gardens Care Community,Scarborough,299.0,6.0,42.0,<5
2020-07-13,Nisbet Lodge,Toronto,103.0,33.0,7.0,24.0
2020-07-13,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9.0,18.0
2020-07-13,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-13,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-13,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-13,The Jewish Home for the Aged,North York,472.0,<5,<5,<5
2020-07-13,The Kensington Gardens,Toronto,350.0,0.0,8.0,<5
2020-07-13,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,0.0,12.0,<5
2020-07-13,Ukrainian Canadian Care Centre,Etobicoke,152.0,<5,10.0,11.0
2020-07-13,Villa Colombo Homes for the Aged,Toronto,391.0,23.0,26.0,5.0
2020-07-13,Waters Edge Care Community,North Bay,148.0,0.0,0.0,0.0
2020-07-13,Weston Terrace Care Community,Toronto,224.0,0.0,34.0,<5
2020-07-13,Woodbridge Vista Care Community,Woodbridge,224.0,0.0,31.0,43.0
2020-07-14,Belvedere Heights,Parry Sound,101.0,0.0,0.0,0.0
2020-07-14,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-14,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-14,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-14,Garden City Manor,St. Catharines,200.0,<5,<5,<5
2020-07-14,Garden Court Nursing Home,Etobicoke,45.0,<5,10.0,<5
2020-07-14,Harmony Hills Care Community,East York,160.0,0.0,0.0,<5
2020-07-14,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-14,Malton Village Long Term Care Centre,Mississauga,160.0,0.0,0.0,<5
2020-07-14,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-14,Midland Gardens Care Community,Scarborough,299.0,6.0,42.0,<5
2020-07-14,Nisbet Lodge,Toronto,103.0,20.0,8.0,25.0
2020-07-14,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-14,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-14,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-14,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,0.0,12.0,<5
2020-07-14,Ukrainian Canadian Care Centre,Etobicoke,152.0,<5,10.0,11.0
2020-07-14,Villa Colombo Homes for the Aged,Toronto,391.0,16.0,27.0,5.0
2020-07-14,Waters Edge Care Community,North Bay,148.0,0.0,0.0,0.0
2020-07-14,Woodbridge Vista Care Community,Woodbridge,224.0,0.0,31.0,43.0
2020-07-15,Belvedere Heights,Parry Sound,101.0,0.0,0.0,0.0
2020-07-15,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-15,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-15,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-15,Extendicare Timmins,Timmins,180.0,0.0,0.0,<5
2020-07-15,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-15,Garden Court Nursing Home,Etobicoke,45.0,<5,10.0,<5
2020-07-15,Harmony Hills Care Community,East York,160.0,0.0,0.0,<5
2020-07-15,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-15,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-15,Midland Gardens Care Community,Scarborough,299.0,6.0,42.0,<5
2020-07-15,Nisbet Lodge,Toronto,103.0,20.0,8.0,25.0
2020-07-15,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-15,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-15,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-15,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-15,Villa Colombo Homes for the Aged,Toronto,391.0,16.0,27.0,5.0
2020-07-15,Waters Edge Care Community,North Bay,148.0,0.0,0.0,0.0
2020-07-15,Woodbridge Vista Care Community,Woodbridge,224.0,0.0,31.0,0.0
2020-07-16,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-16,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-16,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-16,Extendicare Timmins,Timmins,180.0,0.0,0.0,<5
2020-07-16,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-16,Garden Court Nursing Home,Etobicoke,45.0,<5,10.0,<5
2020-07-16,Harmony Hills Care Community,East York,160.0,0.0,0.0,<5
2020-07-16,Linhaven,St. Catharines,248.0,<5,0.0,<5
2020-07-16,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-16,Midland Gardens Care Community,Scarborough,299.0,6.0,42.0,<5
2020-07-16,Nisbet Lodge,Toronto,103.0,8.0,7.0,25.0
2020-07-16,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-16,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-16,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-16,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-16,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-16,Villa Colombo Homes for the Aged,Toronto,391.0,16.0,27.0,5.0
2020-07-16,Waters Edge Care Community,North Bay,148.0,0.0,0.0,0.0
2020-07-17,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-17,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-17,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-17,Extendicare Timmins,Timmins,180.0,0.0,0.0,<5
2020-07-17,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-17,Garden Court Nursing Home,Etobicoke,45.0,<5,10.0,<5
2020-07-17,Linhaven,St. Catharines,248.0,<5,0.0,<5
2020-07-17,Madonna Care Community,Orleans,160.0,<5,46.0,0.0
2020-07-17,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-17,Midland Gardens Care Community,Scarborough,299.0,6.0,42.0,<5
2020-07-17,Nisbet Lodge,Toronto,103.0,8.0,7.0,25.0
2020-07-17,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-17,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-17,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-17,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-17,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-17,Villa Colombo Homes for the Aged,Toronto,391.0,18.0,29.0,6.0
2020-07-18,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-18,Carlingview Manor,Ottawa,303.0,<5,61.0,0.0
2020-07-18,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-18,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-18,Extendicare Timmins,Timmins,180.0,0.0,0.0,<5
2020-07-18,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-18,Linhaven,St. Catharines,248.0,<5,0.0,<5
2020-07-18,Madonna Care Community,Orleans,160.0,<5,46.0,0.0
2020-07-18,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-18,Midland Gardens Care Community,Scarborough,299.0,6.0,42.0,<5
2020-07-18,Nisbet Lodge,Toronto,103.0,8.0,7.0,25.0
2020-07-18,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-18,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-18,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-18,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-18,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-18,Villa Colombo Homes for the Aged,Toronto,391.0,18.0,29.0,6.0
2020-07-19,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-19,Carlingview Manor,Ottawa,303.0,<5,61.0,0.0
2020-07-19,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-19,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-19,Extendicare Timmins,Timmins,180.0,0.0,0.0,<5
2020-07-19,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-19,Linhaven,St. Catharines,248.0,<5,0.0,<5
2020-07-19,Madonna Care Community,Orleans,160.0,<5,46.0,0.0
2020-07-19,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-19,Nisbet Lodge,Toronto,103.0,8.0,7.0,25.0
2020-07-19,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-19,Riverside Place,Windsor,96.0,0.0,0.0,<5
2020-07-19,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-19,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-19,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-19,Villa Colombo Homes for the Aged,Toronto,391.0,18.0,29.0,6.0
2020-07-20,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-20,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-20,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-20,Extendicare Timmins,Timmins,180.0,0.0,0.0,<5
2020-07-20,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-20,Linhaven,St. Catharines,248.0,<5,0.0,<5
2020-07-20,Madonna Care Community,Orleans,160.0,<5,46.0,0.0
2020-07-20,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-20,Nisbet Lodge,Toronto,103.0,8.0,7.0,25.0
2020-07-20,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-20,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-20,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-20,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-20,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-20,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-20,Villa Colombo Homes for the Aged,Toronto,391.0,18.0,29.0,6.0
2020-07-21,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-21,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-21,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-21,Extendicare Timmins,Timmins,180.0,0.0,0.0,<5
2020-07-21,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-21,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-21,Madonna Care Community,Orleans,160.0,0.0,46.0,0.0
2020-07-21,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-21,Nisbet Lodge,Toronto,103.0,8.0,7.0,25.0
2020-07-21,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-21,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-21,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-21,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-21,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-21,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-21,Villa Colombo Homes for the Aged,Toronto,391.0,14.0,32.0,8.0
2020-07-22,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-22,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-22,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-07-22,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-22,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-22,Madonna Care Community,Orleans,160.0,0.0,46.0,0.0
2020-07-22,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-22,Nisbet Lodge,Toronto,103.0,10.0,7.0,18.0
2020-07-22,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-22,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-22,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-22,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-22,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-22,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-22,Villa Colombo Homes for the Aged,Toronto,391.0,5.0,32.0,<5
2020-07-23,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-07-23,Extendicare Medex,Ottawa,193.0,0.0,0.0,<5
2020-07-23,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-23,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-23,Madonna Care Community,Orleans,160.0,0.0,46.0,0.0
2020-07-23,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-23,Nisbet Lodge,Toronto,103.0,10.0,7.0,18.0
2020-07-23,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-23,South Centennial Manor,Iroquois Falls,69.0,0.0,0.0,<5
2020-07-23,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-23,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-23,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-23,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-23,Villa Colombo Homes for the Aged,Toronto,391.0,5.0,32.0,<5
2020-07-24,Cawthra Gardens,Mississauga,192.0,<5,0.0,0.0
2020-07-24,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-24,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-24,Madonna Care Community,Orleans,160.0,0.0,46.0,0.0
2020-07-24,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-24,Nisbet Lodge,Toronto,103.0,9.0,7.0,18.0
2020-07-24,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0.0,0.0,<5
2020-07-24,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-24,The Elliott Long Term Care Residence,Guelph,85.0,0.0,0.0,<5
2020-07-24,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-24,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-24,Villa Colombo Homes for the Aged,Toronto,391.0,5.0,32.0,<5
2020-07-24,Villa Leonardo Gambin,Woodbridge,168.0,0.0,12.0,<5
2020-07-25,Cawthra Gardens,Mississauga,192.0,<5,0.0,0.0
2020-07-25,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-25,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-25,Madonna Care Community,Orleans,160.0,0.0,46.0,0.0
2020-07-25,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-25,Nisbet Lodge,Toronto,103.0,9.0,7.0,18.0
2020-07-25,ReachView Village,Uxbridge,100.0,0.0,17.0,<5
2020-07-25,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-25,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-25,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-25,Villa Colombo Homes for the Aged,Toronto,391.0,5.0,32.0,<5
2020-07-25,Villa Leonardo Gambin,Woodbridge,168.0,0.0,12.0,<5
2020-07-26,Cawthra Gardens,Mississauga,192.0,<5,0.0,0.0
2020-07-26,Extendicare Falconbridge,Sudbury,234.0,0.0,0.0,<5
2020-07-26,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-26,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-26,Madonna Care Community,Orleans,160.0,0.0,46.0,0.0
2020-07-26,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-26,Nisbet Lodge,Toronto,103.0,9.0,7.0,18.0
2020-07-26,ReachView Village,Uxbridge,100.0,0.0,17.0,<5
2020-07-26,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-26,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-26,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-26,Villa Colombo Homes for the Aged,Toronto,391.0,5.0,32.0,<5
2020-07-26,Villa Leonardo Gambin,Woodbridge,168.0,0.0,12.0,<5
2020-07-27,Carleton Lodge,Nepean,161.0,0.0,0.0,<5
2020-07-27,Cawthra Gardens,Mississauga,192.0,<5,0.0,0.0
2020-07-27,Columbia Forest,Waterloo,156.0,0.0,0.0,<5
2020-07-27,Extendicare Falconbridge,Sudbury,234.0,0.0,0.0,<5
2020-07-27,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-27,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-27,Madonna Care Community,Orleans,160.0,0.0,46.0,0.0
2020-07-27,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-27,Nisbet Lodge,Toronto,103.0,9.0,7.0,18.0
2020-07-27,ReachView Village,Uxbridge,100.0,0.0,17.0,<5
2020-07-27,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-27,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-27,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-27,Villa Colombo Homes for the Aged,Toronto,391.0,5.0,32.0,<5
2020-07-27,Villa Leonardo Gambin,Woodbridge,168.0,0.0,12.0,<5
2020-07-28,Carleton Lodge,Nepean,161.0,0.0,0.0,<5
2020-07-28,Cawthra Gardens,Mississauga,192.0,<5,0.0,0.0
2020-07-28,Columbia Forest,Waterloo,156.0,0.0,0.0,<5
2020-07-28,Extendicare Falconbridge,Sudbury,234.0,0.0,0.0,<5
2020-07-28,Garden City Manor,St. Catharines,200.0,<5,<5,0.0
2020-07-28,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-28,Madonna Care Community,Orleans,160.0,0.0,46.0,0.0
2020-07-28,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-28,Nisbet Lodge,Toronto,103.0,<5,7.0,9.0
2020-07-28,ReachView Village,Uxbridge,100.0,0.0,17.0,<5
2020-07-28,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-28,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-28,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-07-28,Villa Colombo Homes for the Aged,Toronto,391.0,<5,32.0,<5
2020-07-28,Villa Leonardo Gambin,Woodbridge,168.0,0.0,12.0,<5
2020-07-29,Carleton Lodge,Nepean,161.0,0.0,0.0,<5
2020-07-29,Cawthra Gardens,Mississauga,192.0,<5,0.0,0.0
2020-07-29,Columbia Forest,Waterloo,156.0,0.0,0.0,<5
2020-07-29,Extendicare Falconbridge,Sudbury,234.0,0.0,0.0,<5
2020-07-29,Garden City Manor,St. Catharines,200.0,<5,<5,<5
2020-07-29,Hawthorn Woods Care Community,Brampton,160.0,0.0,0.0,<5
2020-07-29,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-07-29,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0.0,0.0,<5
2020-07-29,Nisbet Lodge,Toronto,103.0,<5,7.0,9.0
2020-07-29,R. H. Lawson Eventide Home,Niagara Falls,101.0,<5,0.0,<5
2020-07-29,ReachView Village,Uxbridge,100.0,0.0,17.0,<5
2020-07-29,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-29,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-07-29,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-29,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,0.0
2020-07-29,Villa Colombo Homes for the Aged,Toronto,391.0,<5,32.0,<5
2020-07-29,Villa Leonardo Gambin,Woodbridge,168.0,0.0,12.0,<5
2020-07-30,Carleton Lodge,Nepean,161.0,0.0,0.0,<5
2020-07-30,Cawthra Gardens,Mississauga,192.0,<5,0.0,0.0
2020-07-30,Columbia Forest,Waterloo,156.0,0.0,0.0,<5
2020-07-30,Extendicare Falconbridge,Sudbury,234.0,0.0,0.0,<5
2020-07-30,Garden City Manor,St. Catharines,200.0,<5,<5,<5
2020-07-30,Hawthorn Woods Care Community,Brampton,160.0,0.0,0.0,<5
2020-07-30,Nisbet Lodge,Toronto,103.0,<5,7.0,9.0
2020-07-30,Pioneer Manor,Sudbury,433.0,0.0,0.0,<5
2020-07-30,R. H. Lawson Eventide Home,Niagara Falls,101.0,<5,0.0,<5
2020-07-30,ReachView Village,Uxbridge,100.0,0.0,17.0,<5
2020-07-30,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-30,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-07-30,The Village of Aspen Lake,Windsor,192.0,0.0,0.0,<5
2020-07-30,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,0.0
2020-07-30,Trillium Court,Kincardine,40.0,0.0,0.0,0.0
2020-07-30,Villa Colombo Homes for the Aged,Toronto,391.0,<5,33.0,<5
2020-07-30,Villa Leonardo Gambin,Woodbridge,168.0,0.0,12.0,<5
2020-07-31,Carleton Lodge,Nepean,161.0,0.0,0.0,<5
2020-07-31,Cawthra Gardens,Mississauga,192.0,<5,0.0,0.0
2020-07-31,Columbia Forest,Waterloo,156.0,0.0,0.0,<5
2020-07-31,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,0.0,15.0,<5
2020-07-31,Extendicare Falconbridge,Sudbury,234.0,0.0,0.0,<5
2020-07-31,Garden City Manor,St. Catharines,200.0,<5,<5,<5
2020-07-31,Hawthorn Woods Care Community,Brampton,160.0,0.0,0.0,<5
2020-07-31,Nisbet Lodge,Toronto,103.0,<5,7.0,9.0
2020-07-31,Pioneer Manor,Sudbury,433.0,0.0,0.0,<5
2020-07-31,R. H. Lawson Eventide Home,Niagara Falls,101.0,<5,0.0,<5
2020-07-31,ReachView Village,Uxbridge,100.0,0.0,17.0,<5
2020-07-31,Rosebridge Manor,Jasper,78.0,0.0,0.0,0.0
2020-07-31,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-07-31,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-07-31,The Meadows of Dorchester,Niagara Falls,121.0,0.0,0.0,<5
