ï»¿Report_Data_Extracted,PHU_Num,PHU,LTC_Home,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-11-17,2270.0,YORK REGION,Kristus Darzs Latvian Home,Woodbridge,100.0,0.0,11.0,0.0
2020-11-17,2265.0,WATERLOO,Pinehaven Nursing Home,Waterloo,84.0,0.0,0.0,<5
2020-11-17,2237.0,HAMILTON,Ridgeview,Stoney Creek,120.0,0.0,0.0,<5
2020-11-17,2241.0,KINGSTON FRONTENAC L & A,Trillium Retirement and Care Community,Kingston,190.0,0.0,0.0,<5
2020-11-17,2251.0,OTTAWA,Residence Saint-Louis,Ottawa,198.0,0.0,9.0,<5
2020-11-17,2227.0,BRANT,Hardy Terrace,Brantford,101.0,0.0,0.0,<5
2020-11-17,2253.0,PEEL,Extendicare Mississauga,Mississauga,140.0,0.0,0.0,<5
2020-11-17,2266.0,WELLINGTON-DUFFERIN-GUELPH,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-11-17,2260.0,SIMCOE-MUSKOKA,Simcoe Manor Home for the Aged,Beeton,126.0,<5,10.0,<5
2020-11-17,2255.0,PETERBOROUGH,Fairhaven,Peterborough,256.0,14.0,<5,5.0
2020-11-17,2234.0,HALDIMAND-NORFOLK,Grandview Lodge / Dunnville,Dunnville,128.0,<5,0.0,<5
2020-11-17,2236.0,HALTON,Wyndham Manor Long Term Care Centre,Oakville,128.0,25.0,<5,25.0
2020-11-17,3895.0,TORONTO,Shepherd Lodge,Toronto,252.0,6.0,<5,9.0
2020-11-17,2251.0,OTTAWA,Forest Hill,Kanata,160.0,<5,0.0,7.0
2020-11-17,3895.0,TORONTO,St. George Care Community,Toronto,238.0,<5,0.0,6.0
2020-11-17,2237.0,HAMILTON,"St. Joseph's Villa, Dundas",Dundas,425.0,5.0,<5,12.0
2020-11-17,2251.0,OTTAWA,Longfields Manor,Nepean,114.0,<5,<5,0.0
2020-11-17,2230.0,DURHAM,Port Perry Place,Port Perry,107.0,0.0,0.0,<5
2020-11-17,2270.0,YORK REGION,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,14.0,7.0,5.0
2020-11-17,3895.0,TORONTO,Harmony Hills Care Community,East York,160.0,37.0,<5,19.0
2020-11-17,3895.0,TORONTO,Villa Colombo Homes for the Aged,Toronto,391.0,0.0,33.0,<5
2020-11-17,2246.0,NIAGARA,The Meadows of Dorchester,Niagara Falls,121.0,12.0,<5,<5
2020-11-17,3895.0,TORONTO,Dom Lipa,Etobicoke,66.0,0.0,0.0,0.0
2020-11-17,3895.0,TORONTO,Lakeside Long Term Care Centre,Toronto,128.0,<5,6.0,6.0
2020-11-17,2251.0,OTTAWA,Glebe Centre,Ottawa,254.0,0.0,<5,<5
2020-11-17,3895.0,TORONTO,Westside,Etobicoke,242.0,6.0,<5,<5
2020-11-17,3895.0,TORONTO,Main Street Terrace,Toronto,150.0,35.0,7.0,10.0
2020-11-17,2251.0,OTTAWA,Extendicare Starwood,Nepean,192.0,9.0,23.0,<5
2020-11-17,2251.0,OTTAWA,Extendicare West End Villa,Ottawa,242.0,0.0,18.0,<5
2020-11-17,2270.0,YORK REGION,Langstaff Square Care Community,Richmond Hill,160.0,6.0,0.0,6.0
2020-11-17,2253.0,PEEL,Tyndall Nursing Home,Mississauga,151.0,90.0,<5,65.0
2020-11-17,3895.0,TORONTO,Vermont Square,Toronto,130.0,0.0,11.0,<5
2020-11-17,3895.0,TORONTO,Extendicare Rouge Valley,Toronto,192.0,15.0,5.0,8.0
2020-11-17,2258.0,EASTERN ONTARIO,Residence Prescott et Russell,Hawkesbury,146.0,5.0,12.0,5.0
2020-11-17,2253.0,PEEL,King Nursing Home,Bolton,86.0,0.0,0.0,<5
2020-11-17,2253.0,PEEL,Villa Forum,Mississauga,160.0,0.0,10.0,<5
2020-11-17,2237.0,HAMILTON,Hamilton Continuing Care,Hamilton,64.0,11.0,<5,11.0
2020-11-17,2230.0,DURHAM,Hillsdale Terraces,Oshawa,200.0,0.0,13.0,<5
2020-11-17,2230.0,DURHAM,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-11-17,3895.0,TORONTO,North Park Nursing Home,North York,75.0,43.0,8.0,24.0
2020-11-17,2236.0,HALTON,Post Inn Village,Oakville,228.0,<5,0.0,<5
2020-11-17,2237.0,HAMILTON,Chartwell Willowgrove Long Term Care Residence,Ancaster,169.0,7.0,11.0,5.0
2020-11-17,2260.0,SIMCOE-MUSKOKA,IOOF Seniors Home,Barrie,182.0,0.0,0.0,<5
2020-11-17,3895.0,TORONTO,Rockcliffe Care Community,Scarborough,204.0,135.0,8.0,63.0
2020-11-17,3895.0,TORONTO,True Davidson Acres,Toronto,187.0,<5,<5,<5
2020-11-17,3895.0,TORONTO,Kennedy Lodge,Scarborough,289.0,15.0,32.0,11.0
2020-11-17,2257.0,RENFREW,Marianhill Nursing Home,Pembroke,139.0,0.0,0.0,0.0
2020-11-17,2236.0,HALTON,Chartwell Waterford Long Term Care Residence,Oakville,168.0,<5,10.0,<5
2020-11-17,3895.0,TORONTO,Fieldstone Commons Care Community,Scarborough,224.0,14.0,<5,11.0
2020-11-17,2270.0,YORK REGION,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-11-18,2227.0,BRANT,Hardy Terrace,Brantford,101.0,0.0,0.0,<5
2020-11-18,2253.0,PEEL,Extendicare Mississauga,Mississauga,140.0,0.0,0.0,<5
2020-11-18,2266.0,WELLINGTON-DUFFERIN-GUELPH,Caressant Care Arthur Nursing Home,Arthur,80.0,0.0,0.0,<5
2020-11-18,2260.0,SIMCOE-MUSKOKA,Sunset Manor Home for Senior Citizens,Collingwood,150.0,<5,0.0,<5
2020-11-18,2227.0,BRANT,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-11-18,2253.0,PEEL,Peel Manor,Brampton,177.0,0.0,<5,<5
2020-11-18,2258.0,EASTERN ONTARIO,Woodland Villa,Long Sault,111.0,0.0,0.0,<5
2020-11-18,2236.0,HALTON,Burloak,Burlington,144.0,0.0,0.0,<5
2020-11-18,2251.0,OTTAWA,Carlingview Manor,Ottawa,303.0,0.0,61.0,<5
2020-11-18,2251.0,OTTAWA,Montfort,Ottawa,128.0,0.0,30.0,<5
2020-11-18,4913.0,SOUTH WEST,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,<5
2020-11-18,2253.0,PEEL,King Nursing Home,Bolton,86.0,0.0,0.0,<5
2020-11-18,2230.0,DURHAM,Hillsdale Estates,Oshawa,300.0,0.0,0.0,<5
2020-11-18,2258.0,EASTERN ONTARIO,Residence Prescott et Russell,Hawkesbury,146.0,5.0,12.0,5.0
2020-11-18,3895.0,TORONTO,Fudger House,Toronto,250.0,29.0,9.0,16.0
2020-11-18,2251.0,OTTAWA,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-11-18,2237.0,HAMILTON,Ridgeview,Stoney Creek,120.0,0.0,0.0,<5
2020-11-18,2270.0,YORK REGION,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,16.0,7.0,<5
2020-11-18,2246.0,NIAGARA,Millennium Trail Manor,Niagara Falls,160.0,<5,<5,<5
2020-11-18,2251.0,OTTAWA,Extendicare West End Villa,Ottawa,242.0,0.0,18.0,<5
2020-11-18,2270.0,YORK REGION,King City Lodge Nursing Home,King City,36.0,5.0,0.0,<5
2020-11-18,2251.0,OTTAWA,Extendicare Starwood,Nepean,192.0,5.0,23.0,<5
2020-11-18,2237.0,HAMILTON,Idlewyld Manor,Hamilton,192.0,7.0,0.0,5.0
2020-11-18,3895.0,TORONTO,St. George Care Community,Toronto,238.0,<5,0.0,6.0
2020-11-18,2270.0,YORK REGION,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-11-18,2270.0,YORK REGION,Yee Hong Centre - Markham,Markham,200.0,<5,<5,<5
2020-11-18,2253.0,PEEL,Grace Manor,Brampton,120.0,0.0,12.0,<5
2020-11-18,2253.0,PEEL,Extendicare Brampton,Brampton,150.0,<5,<5,11.0
2020-11-18,2268.0,WINDSOR-ESSEX,Iler Lodge,Essex,104.0,17.0,<5,<5
2020-11-18,2236.0,HALTON,Creek Way Village,Burlington,144.0,0.0,<5,<5
2020-11-18,3895.0,TORONTO,Extendicare Guildwood,Scarborough,169.0,0.0,48.0,0.0
2020-11-18,2253.0,PEEL,Malton Village Long Term Care Centre,Mississauga,160.0,<5,<5,0.0
2020-11-18,3895.0,TORONTO,Seniors' Health Centre,North York,192.0,<5,<5,0.0
2020-11-18,2253.0,PEEL,Villa Forum,Mississauga,160.0,0.0,10.0,<5
2020-11-18,2237.0,HAMILTON,Hamilton Continuing Care,Hamilton,64.0,11.0,<5,11.0
2020-11-18,3895.0,TORONTO,Vermont Square,Toronto,130.0,0.0,11.0,<5
2020-11-18,2237.0,HAMILTON,St. Peter's Residence at Chedoke,Hamilton,221.0,0.0,0.0,<5
2020-11-18,3895.0,TORONTO,True Davidson Acres,Toronto,187.0,<5,<5,<5
2020-11-18,2246.0,NIAGARA,Extendicare St. Catharines,St. Catharines,153.0,0.0,0.0,<5
2020-11-18,3895.0,TORONTO,Dom Lipa,Etobicoke,66.0,0.0,0.0,0.0
2020-11-18,3895.0,TORONTO,Lakeside Long Term Care Centre,Toronto,128.0,<5,6.0,6.0
2020-11-18,3895.0,TORONTO,Westside,Etobicoke,242.0,6.0,<5,<5
2020-11-18,3895.0,TORONTO,Main Street Terrace,Toronto,150.0,35.0,7.0,10.0
2020-11-18,2236.0,HALTON,Chartwell Waterford Long Term Care Residence,Oakville,168.0,<5,10.0,<5
2020-11-18,2257.0,RENFREW,Marianhill Nursing Home,Pembroke,139.0,0.0,0.0,0.0
2020-11-18,2244.0,MIDDLESEX-LONDON,Extendicare London,London,170.0,0.0,0.0,<5
2020-11-18,2251.0,OTTAWA,Longfields Manor,Nepean,114.0,<5,<5,0.0
2020-11-18,3895.0,TORONTO,Villa Colombo Homes for the Aged,Toronto,391.0,0.0,33.0,<5
2020-11-18,3895.0,TORONTO,Shepherd Lodge,Toronto,252.0,6.0,<5,9.0
2020-11-18,2270.0,YORK REGION,Langstaff Square Care Community,Richmond Hill,160.0,6.0,0.0,6.0
2020-11-18,2253.0,PEEL,Tyndall Nursing Home,Mississauga,151.0,90.0,<5,65.0
2020-11-18,2265.0,WATERLOO,Pinehaven Nursing Home,Waterloo,84.0,0.0,0.0,<5
2020-11-18,2237.0,HAMILTON,"St. Joseph's Villa, Dundas",Dundas,425.0,<5,<5,10.0
2020-11-18,3895.0,TORONTO,Ina Grafton Gage Home,Scarborough,128.0,<5,31.0,0.0
2020-11-18,2246.0,NIAGARA,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-11-18,2253.0,PEEL,Cooksville Care Centre,Mississauga,192.0,0.0,21.0,<5
2020-11-18,3895.0,TORONTO,Chartwell Trilogy Long Term Care Residence,Scarborough,197.0,<5,0.0,<5
2020-11-18,2237.0,HAMILTON,Macassa  Lodge,Hamilton,270.0,0.0,0.0,<5
2020-11-18,2260.0,SIMCOE-MUSKOKA,Simcoe Manor Home for the Aged,Beeton,126.0,<5,10.0,<5
2020-11-18,2270.0,YORK REGION,York Region Newmarket Health Centre,Newmarket,132.0,0.0,0.0,<5
2020-11-18,3895.0,TORONTO,Bendale Acres,Scarborough,302.0,0.0,0.0,<5
2020-11-18,2266.0,WELLINGTON-DUFFERIN-GUELPH,Caressant Care Fergus Nursing Home,Fergus,87.0,0.0,0.0,<5
2020-11-18,3895.0,TORONTO,Norwood Nursing Home,Toronto,60.0,<5,<5,0.0
2020-11-18,2266.0,WELLINGTON-DUFFERIN-GUELPH,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-11-18,2268.0,WINDSOR-ESSEX,Berkshire Care Centre,Windsor,231.0,0.0,0.0,<5
2020-11-18,2261.0,SUDBURY,Pioneer Manor,Sudbury,433.0,0.0,0.0,<5
2020-11-18,2244.0,MIDDLESEX-LONDON,Strathmere Lodge,Strathroy,160.0,0.0,0.0,<5
2020-11-18,2237.0,HAMILTON,Chartwell Willowgrove Long Term Care Residence,Ancaster,169.0,7.0,11.0,5.0
2020-11-18,3895.0,TORONTO,Cedarvale Terrace,Toronto,218.0,<5,0.0,<5
2020-11-18,2241.0,KINGSTON FRONTENAC L & A,Trillium Retirement and Care Community,Kingston,190.0,0.0,0.0,<5
2020-11-18,2234.0,HALDIMAND-NORFOLK,Grandview Lodge / Dunnville,Dunnville,128.0,<5,0.0,<5
2020-11-18,2237.0,HAMILTON,BayWoods Place,Hamilton,128.0,9.0,<5,7.0
2020-11-18,2270.0,YORK REGION,Sherwood Court Long Term Care Centre,Maple,96.0,0.0,0.0,<5
2020-11-18,2230.0,DURHAM,Port Perry Place,Port Perry,107.0,0.0,0.0,<5
2020-11-18,2253.0,PEEL,Silverthorn Care Community,Mississauga,160.0,0.0,0.0,<5
2020-11-18,3895.0,TORONTO,Deerwood Creek Care Community,Etobicoke,160.0,<5,0.0,<5
2020-11-18,2244.0,MIDDLESEX-LONDON,Meadow Park (London),London,126.0,0.0,<5,<5
2020-11-18,2262.0,THUNDER BAY,Southbridge Roseview,Thunder Bay,157.0,0.0,0.0,<5
2020-11-18,2270.0,YORK REGION,Elginwood,Richmond Hill,124.0,0.0,0.0,<5
2020-11-18,3895.0,TORONTO,Downsview Long Term Care Centre,North York,252.0,0.0,64.0,<5
2020-11-18,2253.0,PEEL,Faith Manor Nursing Home,Brampton,120.0,<5,<5,<5
2020-11-18,3895.0,TORONTO,The Jewish Home for the Aged,North York,472.0,<5,<5,0.0
2020-11-18,3895.0,TORONTO,North Park Nursing Home,North York,75.0,43.0,10.0,24.0
2020-11-18,2251.0,OTTAWA,Forest Hill,Kanata,160.0,<5,0.0,7.0
2020-11-18,2236.0,HALTON,Post Inn Village,Oakville,228.0,<5,0.0,<5
2020-11-18,2230.0,DURHAM,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-11-18,2255.0,PETERBOROUGH,Fairhaven,Peterborough,256.0,15.0,<5,5.0
2020-11-18,3895.0,TORONTO,Craiglee Nursing Home,Scarborough,169.0,19.0,8.0,23.0
2020-11-18,2251.0,OTTAWA,Residence Saint-Louis,Ottawa,198.0,0.0,9.0,<5
2020-11-18,3895.0,TORONTO,Harmony Hills Care Community,East York,160.0,42.0,<5,19.0
2020-11-18,3895.0,TORONTO,Fieldstone Commons Care Community,Scarborough,224.0,15.0,<5,16.0
2020-11-18,3895.0,TORONTO,Extendicare Rouge Valley,Toronto,192.0,13.0,5.0,6.0
2020-11-18,2253.0,PEEL,Woodhall Park Care Community,Brampton,147.0,9.0,<5,9.0
2020-11-18,3895.0,TORONTO,Rockcliffe Care Community,Scarborough,204.0,109.0,9.0,58.0
2020-11-18,2246.0,NIAGARA,The Meadows of Dorchester,Niagara Falls,121.0,11.0,<5,0.0
2020-11-18,2236.0,HALTON,Allendale,Milton,200.0,0.0,0.0,<5
2020-11-18,2236.0,HALTON,Wyndham Manor Long Term Care Centre,Oakville,128.0,25.0,<5,25.0
2020-11-18,2253.0,PEEL,Hawthorn Woods Care Community,Brampton,160.0,5.0,0.0,11.0
2020-11-18,2251.0,OTTAWA,Glebe Centre,Ottawa,254.0,0.0,<5,<5
2020-11-18,2246.0,NIAGARA,Gilmore Lodge,Fort Erie,80.0,<5,8.0,7.0
2020-11-18,3895.0,TORONTO,Kennedy Lodge,Scarborough,289.0,11.0,33.0,9.0
2020-11-18,2270.0,YORK REGION,Kristus Darzs Latvian Home,Woodbridge,100.0,0.0,11.0,0.0
2020-11-18,2230.0,DURHAM,Hillsdale Terraces,Oshawa,200.0,0.0,13.0,<5
2020-11-19,2251.0,OTTAWA,Residence Saint-Louis,Ottawa,198.0,0.0,9.0,<5
2020-11-19,3895.0,TORONTO,Ina Grafton Gage Home,Scarborough,128.0,<5,31.0,0.0
2020-11-19,2241.0,KINGSTON FRONTENAC L & A,Trillium Retirement and Care Community,Kingston,190.0,0.0,0.0,<5
2020-11-19,3895.0,TORONTO,Lakeside Long Term Care Centre,Toronto,128.0,<5,6.0,6.0
2020-11-19,2257.0,RENFREW,Marianhill Nursing Home,Pembroke,139.0,0.0,0.0,0.0
2020-11-19,2251.0,OTTAWA,Longfields Manor,Nepean,114.0,<5,<5,0.0
2020-11-19,3895.0,TORONTO,Shepherd Lodge,Toronto,252.0,6.0,<5,9.0
2020-11-19,2270.0,YORK REGION,Langstaff Square Care Community,Richmond Hill,160.0,6.0,0.0,6.0
2020-11-19,3895.0,TORONTO,Bendale Acres,Scarborough,302.0,0.0,0.0,<5
2020-11-19,2270.0,YORK REGION,York Region Newmarket Health Centre,Newmarket,132.0,0.0,0.0,<5
2020-11-19,2270.0,YORK REGION,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-11-19,2253.0,PEEL,King Nursing Home,Bolton,86.0,0.0,0.0,<5
2020-11-19,2253.0,PEEL,Silverthorn Care Community,Mississauga,160.0,0.0,0.0,<5
2020-11-19,3895.0,TORONTO,Craiglee Nursing Home,Scarborough,169.0,19.0,8.0,23.0
2020-11-19,3895.0,TORONTO,Seniors' Health Centre,North York,192.0,<5,<5,0.0
2020-11-19,3895.0,TORONTO,Harmony Hills Care Community,East York,160.0,42.0,<5,19.0
2020-11-19,2265.0,WATERLOO,Pinehaven Nursing Home,Waterloo,84.0,0.0,0.0,<5
2020-11-19,2246.0,NIAGARA,The Meadows of Dorchester,Niagara Falls,121.0,11.0,<5,0.0
2020-11-19,3895.0,TORONTO,St. George Care Community,Toronto,238.0,<5,0.0,6.0
2020-11-19,2236.0,HALTON,Allendale,Milton,200.0,0.0,0.0,<5
2020-11-19,2251.0,OTTAWA,St. Patrick's Home,Ottawa,288.0,0.0,<5,<5
2020-11-19,2246.0,NIAGARA,Millennium Trail Manor,Niagara Falls,160.0,<5,<5,<5
2020-11-19,2237.0,HAMILTON,Macassa  Lodge,Hamilton,270.0,0.0,0.0,<5
2020-11-19,3895.0,TORONTO,Chartwell Trilogy Long Term Care Residence,Scarborough,197.0,<5,0.0,<5
2020-11-19,2237.0,HAMILTON,BayWoods Place,Hamilton,128.0,9.0,<5,7.0
2020-11-19,2270.0,YORK REGION,Sherwood Court Long Term Care Centre,Maple,96.0,0.0,0.0,<5
2020-11-19,2244.0,MIDDLESEX-LONDON,Extendicare London,London,170.0,0.0,0.0,<5
2020-11-19,2246.0,NIAGARA,Extendicare St. Catharines,St. Catharines,153.0,0.0,0.0,<5
2020-11-19,4913.0,SOUTH WEST,Secord Trails Care Community,Ingersoll,80.0,0.0,0.0,<5
2020-11-19,2244.0,MIDDLESEX-LONDON,Strathmere Lodge,Strathroy,160.0,0.0,0.0,<5
2020-11-19,2227.0,BRANT,Hardy Terrace,Brantford,101.0,0.0,0.0,<5
2020-11-19,2266.0,WELLINGTON-DUFFERIN-GUELPH,Caressant Care Arthur Nursing Home,Arthur,80.0,0.0,0.0,<5
2020-11-19,3895.0,TORONTO,Cedarvale Terrace,Toronto,218.0,<5,0.0,<5
2020-11-19,2260.0,SIMCOE-MUSKOKA,Sunset Manor Home for Senior Citizens,Collingwood,150.0,<5,0.0,<5
2020-11-19,2227.0,BRANT,Brierwood Gardens,Brantford,79.0,0.0,0.0,<5
2020-11-19,2253.0,PEEL,Peel Manor,Brampton,177.0,0.0,<5,<5
2020-11-19,2268.0,WINDSOR-ESSEX,Berkshire Care Centre,Windsor,231.0,0.0,0.0,<5
2020-11-19,2258.0,EASTERN ONTARIO,Woodland Villa,Long Sault,111.0,0.0,0.0,<5
2020-11-19,2236.0,HALTON,Burloak,Burlington,144.0,0.0,0.0,<5
2020-11-19,3895.0,TORONTO,True Davidson Acres,Toronto,187.0,<5,<5,<5
2020-11-19,2251.0,OTTAWA,Montfort,Ottawa,128.0,0.0,30.0,<5
2020-11-19,2253.0,PEEL,Villa Forum,Mississauga,160.0,0.0,10.0,<5
2020-11-19,2237.0,HAMILTON,St. Peter's Residence at Chedoke,Hamilton,221.0,0.0,0.0,<5
2020-11-19,3895.0,TORONTO,Norwood Nursing Home,Toronto,60.0,<5,<5,0.0
2020-11-19,2261.0,SUDBURY,Pioneer Manor,Sudbury,433.0,0.0,0.0,<5
2020-11-19,2270.0,YORK REGION,Yee Hong Centre - Markham,Markham,200.0,<5,<5,<5
2020-11-19,2253.0,PEEL,Grace Manor,Brampton,120.0,0.0,12.0,<5
2020-11-19,2253.0,PEEL,Extendicare Brampton,Brampton,150.0,<5,<5,11.0
2020-11-19,2268.0,WINDSOR-ESSEX,Iler Lodge,Essex,104.0,17.0,<5,<5
2020-11-19,2236.0,HALTON,Creek Way Village,Burlington,144.0,0.0,<5,<5
2020-11-19,3895.0,TORONTO,Extendicare Guildwood,Scarborough,169.0,0.0,48.0,0.0
2020-11-19,2253.0,PEEL,Malton Village Long Term Care Centre,Mississauga,160.0,<5,<5,0.0
2020-11-19,2266.0,WELLINGTON-DUFFERIN-GUELPH,Caressant Care Fergus Nursing Home,Fergus,87.0,0.0,0.0,<5
2020-11-19,2260.0,SIMCOE-MUSKOKA,Simcoe Manor Home for the Aged,Beeton,126.0,<5,10.0,<5
2020-11-19,2251.0,OTTAWA,Carlingview Manor,Ottawa,303.0,0.0,61.0,<5
2020-11-19,2262.0,THUNDER BAY,Southbridge Roseview,Thunder Bay,157.0,0.0,0.0,<5
2020-11-19,2258.0,EASTERN ONTARIO,Residence Prescott et Russell,Hawkesbury,146.0,9.0,12.0,<5
2020-11-19,3895.0,TORONTO,Westside,Etobicoke,242.0,25.0,<5,<5
2020-11-19,2237.0,HAMILTON,"St. Joseph's Villa, Dundas",Dundas,425.0,<5,<5,10.0
2020-11-19,2244.0,MIDDLESEX-LONDON,Meadow Park (London),London,126.0,0.0,<5,<5
2020-11-19,2237.0,HAMILTON,Hamilton Continuing Care,Hamilton,64.0,10.0,5.0,12.0
2020-11-19,2255.0,PETERBOROUGH,Fairhaven,Peterborough,256.0,14.0,<5,<5
2020-11-19,2237.0,HAMILTON,Chartwell Willowgrove Long Term Care Residence,Ancaster,169.0,9.0,11.0,5.0
2020-11-19,2266.0,WELLINGTON-DUFFERIN-GUELPH,The Village of Riverside Glen,Guelph,192.0,<5,0.0,0.0
2020-11-19,2253.0,PEEL,Extendicare Mississauga,Mississauga,140.0,0.0,0.0,<5
2020-11-19,3895.0,TORONTO,Vermont Square,Toronto,130.0,0.0,11.0,0.0
2020-11-19,3895.0,TORONTO,Kennedy Lodge,Scarborough,289.0,11.0,33.0,9.0
2020-11-19,3895.0,TORONTO,Weston Terrace Care Community,Toronto,224.0,0.0,34.0,<5
2020-11-19,2236.0,HALTON,Post Inn Village,Oakville,228.0,<5,0.0,<5
2020-11-19,2251.0,OTTAWA,Glebe Centre,Ottawa,254.0,0.0,<5,<5
2020-11-19,2251.0,OTTAWA,Extendicare West End Villa,Ottawa,242.0,0.0,18.0,<5
2020-11-19,2236.0,HALTON,Chartwell Waterford Long Term Care Residence,Oakville,168.0,<5,10.0,<5
2020-11-19,2251.0,OTTAWA,Extendicare Starwood,Nepean,192.0,<5,23.0,<5
2020-11-19,2246.0,NIAGARA,Gilmore Lodge,Fort Erie,80.0,<5,8.0,7.0
2020-11-19,3895.0,TORONTO,Main Street Terrace,Toronto,150.0,26.0,7.0,<5
2020-11-19,3895.0,TORONTO,Fudger House,Toronto,250.0,29.0,9.0,16.0
2020-11-19,3895.0,TORONTO,Dom Lipa,Etobicoke,66.0,0.0,0.0,0.0
2020-11-19,3895.0,TORONTO,Deerwood Creek Care Community,Etobicoke,160.0,<5,0.0,<5
2020-11-19,2234.0,HALDIMAND-NORFOLK,Grandview Lodge / Dunnville,Dunnville,128.0,<5,0.0,0.0
2020-11-19,3895.0,TORONTO,North Park Nursing Home,North York,75.0,43.0,10.0,29.0
2020-11-19,3895.0,TORONTO,Extendicare Rouge Valley,Toronto,192.0,20.0,6.0,6.0
2020-11-19,2270.0,YORK REGION,Elginwood,Richmond Hill,124.0,0.0,0.0,<5
2020-11-19,3895.0,TORONTO,Downsview Long Term Care Centre,North York,252.0,0.0,64.0,<5
2020-11-19,2253.0,PEEL,Cooksville Care Centre,Mississauga,192.0,0.0,21.0,<5
2020-11-19,2253.0,PEEL,Faith Manor Nursing Home,Brampton,120.0,<5,<5,<5
2020-11-19,2230.0,DURHAM,Port Perry Place,Port Perry,107.0,0.0,0.0,<5
2020-11-19,2236.0,HALTON,Wyndham Manor Long Term Care Centre,Oakville,128.0,9.0,5.0,13.0
2020-11-19,2270.0,YORK REGION,Kristus Darzs Latvian Home,Woodbridge,100.0,0.0,11.0,0.0
2020-11-19,2253.0,PEEL,Hawthorn Woods Care Community,Brampton,160.0,5.0,0.0,11.0
2020-11-19,2246.0,NIAGARA,Linhaven,St. Catharines,248.0,0.0,0.0,<5
2020-11-19,2230.0,DURHAM,Extendicare Oshawa,Oshawa,175.0,0.0,0.0,<5
2020-11-19,2251.0,OTTAWA,Forest Hill,Kanata,160.0,<5,0.0,11.0
2020-11-19,2230.0,DURHAM,Hillsdale Terraces,Oshawa,200.0,0.0,13.0,<5
2020-11-19,3895.0,TORONTO,Fieldstone Commons Care Community,Scarborough,224.0,15.0,<5,16.0
2020-11-19,2237.0,HAMILTON,Idlewyld Manor,Hamilton,192.0,7.0,0.0,5.0
2020-11-19,3895.0,TORONTO,Rockcliffe Care Community,Scarborough,204.0,101.0,10.0,56.0
2020-11-19,2270.0,YORK REGION,King City Lodge Nursing Home,King City,36.0,9.0,0.0,6.0
2020-11-19,2253.0,PEEL,Woodhall Park Care Community,Brampton,147.0,9.0,<5,9.0
2020-11-19,2230.0,DURHAM,Hillsdale Estates,Oshawa,300.0,0.0,0.0,<5
2020-11-19,2270.0,YORK REGION,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,16.0,7.0,<5
2020-11-19,3895.0,TORONTO,The Jewish Home for the Aged,North York,472.0,<5,<5,0.0
2020-11-19,2253.0,PEEL,Tyndall Nursing Home,Mississauga,151.0,26.0,7.0,56.0
2020-11-20,2266.0,WELLINGTON-DUFFERIN-GUELPH,Caressant Care Arthur Nursing Home,Arthur,80.0,0.0,0.0,<5
2020-11-20,2265.0,WATERLOO,Pinehaven Nursing Home,Waterloo,84.0,0.0,0.0,<5
2020-11-20,2251.0,OTTAWA,Longfields Manor,Nepean,114.0,<5,<5,0.0
2020-11-20,2270.0,YORK REGION,Langstaff Square Care Community,Richmond Hill,160.0,6.0,0.0,6.0
2020-11-20,2253.0,PEEL,King Nursing Home,Bolton,86.0,0.0,0.0,<5
2020-11-20,2266.0,WELLINGTON-DUFFERIN-GUELPH,The Village of Riverside Glen,Guelph,192.0,<5,0.0,0.0
2020-11-20,2270.0,YORK REGION,Yee Hong Centre - Markham,Markham,200.0,<5,<5,<5
2020-11-20,3895.0,TORONTO,Weston Terrace Care Community,Toronto,224.0,0.0,34.0,<5
2020-11-20,2253.0,PEEL,Peel Manor,Brampton,177.0,0.0,<5,<5
2020-11-20,2253.0,PEEL,Silverthorn Care Community,Mississauga,160.0,0.0,0.0,<5
2020-11-20,2253.0,PEEL,Faith Manor Nursing Home,Brampton,120.0,<5,<5,<5
2020-11-20,2270.0,YORK REGION,Kristus Darzs Latvian Home,Woodbridge,100.0,0.0,11.0,0.0
2020-11-20,2253.0,PEEL,Hawthorn Woods Care Community,Brampton,160.0,5.0,0.0,11.0
2020-11-20,2230.0,DURHAM,Hillsdale Terraces,Oshawa,200.0,0.0,13.0,<5
2020-11-20,2253.0,PEEL,Woodhall Park Care Community,Brampton,147.0,9.0,<5,9.0
2020-11-20,2237.0,HAMILTON,Hamilton Continuing Care,Hamilton,64.0,10.0,5.0,12.0
