"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2020-10-12","2 Congregate Living","Congregate other",1
"2020-10-12","2 Congregate Living","Group Home/Supportive Housing",5
"2020-10-12","2 Congregate Living","Shelter",1
"2020-10-12","3 Education","School - Elementary",7
"2020-10-12","3 Education","School - Elementary/Secondary",2
"2020-10-12","3 Education","School - Secondary",2
"2020-10-12","4 Workplace","Medical/Health Service",1
"2020-10-12","4 Workplace","Workplace - Food Processing",3
"2020-10-12","4 Workplace","Workplace - Other",3
"2020-10-12","5 Recreational","Other recreation",1
"2020-10-12","5 Recreational","Recreational fitness",12
"2020-10-13","1 Congregate Care","Hospital",6
"2020-10-13","1 Congregate Care","Long-Term Care Home",34
"2020-10-13","1 Congregate Care","Retirement Home",12
"2020-10-13","2 Congregate Living","Congregate other",4
"2020-10-13","2 Congregate Living","Group Home/Supportive Housing",7
"2020-10-13","2 Congregate Living","Shelter",1
"2020-10-13","3 Education","Child care",2
"2020-10-13","3 Education","School - Elementary",7
"2020-10-13","3 Education","School - Elementary/Secondary",2
"2020-10-13","3 Education","School - Secondary",2
"2020-10-13","4 Workplace","Retail",1
"2020-10-13","4 Workplace","Workplace - Food Processing",3
"2020-10-13","4 Workplace","Workplace - Other",7
"2020-10-13","5 Recreational","Bar/restaurant/nightclub",3
"2020-10-13","5 Recreational","Other recreation",1
"2020-10-13","5 Recreational","Recreational fitness",10
"2020-10-14","1 Congregate Care","Hospital",6
"2020-10-14","1 Congregate Care","Long-Term Care Home",29
"2020-10-14","1 Congregate Care","Retirement Home",8
"2020-10-14","2 Congregate Living","Group Home/Supportive Housing",10
"2020-10-14","3 Education","Child care",1
"2020-10-14","3 Education","School - Elementary",6
"2020-10-14","3 Education","School - Elementary/Secondary",1
"2020-10-14","3 Education","School - Secondary",3
"2020-10-14","4 Workplace","Workplace - Food Processing",2
"2020-10-14","4 Workplace","Workplace - Other",7
"2020-10-14","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-14","5 Recreational","Recreational fitness",9
"2020-10-15","1 Congregate Care","Hospital",7
"2020-10-15","1 Congregate Care","Long-Term Care Home",26
"2020-10-15","1 Congregate Care","Retirement Home",8
"2020-10-15","2 Congregate Living","Group Home/Supportive Housing",9
"2020-10-15","3 Education","Child care",4
"2020-10-15","3 Education","School - Elementary",3
"2020-10-15","3 Education","School - Elementary/Secondary",1
"2020-10-15","3 Education","School - Secondary",1
"2020-10-15","4 Workplace","Workplace - Farm",2
"2020-10-15","4 Workplace","Workplace - Other",10
"2020-10-15","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-15","5 Recreational","Other recreation",1
"2020-10-15","5 Recreational","Recreational fitness",5
"2020-10-16","1 Congregate Care","Hospital",2
"2020-10-16","1 Congregate Care","Long-Term Care Home",62
"2020-10-16","1 Congregate Care","Retirement Home",10
"2020-10-16","2 Congregate Living","Group Home/Supportive Housing",16
"2020-10-16","2 Congregate Living","Shelter",1
"2020-10-16","2 Congregate Living","Short-term accommodations",1
"2020-10-16","3 Education","Child care",2
"2020-10-16","3 Education","School - Elementary",10
"2020-10-16","3 Education","School - Elementary/Secondary",1
"2020-10-16","3 Education","School - Post-secondary",1
"2020-10-16","3 Education","School - Secondary",2
"2020-10-16","4 Workplace","Workplace - Farm",1
"2020-10-16","4 Workplace","Workplace - Food Processing",1
"2020-10-16","4 Workplace","Workplace - Other",10
"2020-10-16","5 Recreational","Bar/restaurant/nightclub",5
"2020-10-16","5 Recreational","Other recreation",3
"2020-10-16","5 Recreational","Recreational fitness",3
"2020-10-17","1 Congregate Care","Hospital",1
"2020-10-17","1 Congregate Care","Long-Term Care Home",43
"2020-10-17","1 Congregate Care","Retirement Home",10
"2020-10-17","2 Congregate Living","Correctional Facility",1
"2020-10-17","2 Congregate Living","Group Home/Supportive Housing",20
"2020-10-17","2 Congregate Living","Shelter",1
"2020-10-17","3 Education","Child care",6
"2020-10-17","3 Education","School - Elementary",9
"2020-10-17","3 Education","School - Secondary",1
"2020-10-17","4 Workplace","Workplace - Farm",1
"2020-10-17","4 Workplace","Workplace - Food Processing",2
"2020-10-17","4 Workplace","Workplace - Other",12
"2020-10-17","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-17","5 Recreational","Other recreation",1
"2020-10-17","5 Recreational","Recreational fitness",1
"2020-10-18","1 Congregate Care","Hospital",4
"2020-10-18","1 Congregate Care","Long-Term Care Home",32
"2020-10-18","1 Congregate Care","Retirement Home",11
"2020-10-18","2 Congregate Living","Congregate other",1
"2020-10-18","2 Congregate Living","Group Home/Supportive Housing",16
"2020-10-18","3 Education","Child care",7
"2020-10-18","3 Education","School - Elementary",4
"2020-10-18","3 Education","School - Elementary/Secondary",1
"2020-10-18","3 Education","School - Post-secondary",1
"2020-10-18","3 Education","School - Secondary",2
"2020-10-18","4 Workplace","Retail",3
"2020-10-18","4 Workplace","Workplace - Food Processing",2
"2020-10-18","4 Workplace","Workplace - Other",13
"2020-10-18","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-18","5 Recreational","Other recreation",6
"2020-10-18","5 Recreational","Recreational fitness",2
"2020-10-19","1 Congregate Care","Hospital",2
"2020-10-19","1 Congregate Care","Long-Term Care Home",26
"2020-10-19","1 Congregate Care","Retirement Home",10
"2020-10-19","2 Congregate Living","Group Home/Supportive Housing",16
"2020-10-19","3 Education","Child care",1
"2020-10-19","3 Education","School - Elementary",4
"2020-10-19","3 Education","School - Elementary/Secondary",3
"2020-10-19","3 Education","School - Secondary",1
"2020-10-19","4 Workplace","Medical/Health Service",1
"2020-10-19","4 Workplace","Retail",1
"2020-10-19","4 Workplace","Workplace - Farm",1
"2020-10-19","4 Workplace","Workplace - Other",6
"2020-10-19","5 Recreational","Other recreation",5
"2020-10-19","5 Recreational","Recreational fitness",1
"2020-10-20","1 Congregate Care","Hospital",9
"2020-10-20","1 Congregate Care","Long-Term Care Home",16
"2020-10-20","1 Congregate Care","Retirement Home",6
"2020-10-20","2 Congregate Living","Group Home/Supportive Housing",9
"2020-10-20","3 Education","Child care",2
"2020-10-20","3 Education","School - Elementary",1
"2020-10-20","3 Education","School - Secondary",4
"2020-10-20","4 Workplace","Retail",3
"2020-10-20","4 Workplace","Workplace - Food Processing",1
"2020-10-20","4 Workplace","Workplace - Other",9
"2020-10-20","5 Recreational","Other recreation",5
"2020-10-20","5 Recreational","Recreational fitness",4
"2020-10-21","1 Congregate Care","Hospital",9
"2020-10-21","1 Congregate Care","Long-Term Care Home",32
"2020-10-21","1 Congregate Care","Retirement Home",9
"2020-10-21","2 Congregate Living","Group Home/Supportive Housing",8
"2020-10-21","2 Congregate Living","Shelter",1
"2020-10-21","3 Education","Child care",1
"2020-10-21","3 Education","School - Elementary",4
"2020-10-21","3 Education","School - Elementary/Secondary",1
"2020-10-21","4 Workplace","Workplace - Other",8
"2020-10-21","5 Recreational","Other recreation",5
"2020-10-21","5 Recreational","Recreational fitness",1
"2020-10-22","1 Congregate Care","Hospital",11
"2020-10-22","1 Congregate Care","Long-Term Care Home",103
"2020-10-22","1 Congregate Care","Retirement Home",18
"2020-10-22","2 Congregate Living","Correctional Facility",1
"2020-10-22","2 Congregate Living","Group Home/Supportive Housing",8
"2020-10-22","3 Education","School - Elementary",3
"2020-10-22","3 Education","School - Elementary/Secondary",4
"2020-10-22","3 Education","School - Secondary",2
"2020-10-22","4 Workplace","Medical/Health Service",1
"2020-10-22","4 Workplace","Retail",1
"2020-10-22","4 Workplace","Workplace - Food Processing",2
"2020-10-22","4 Workplace","Workplace - Other",9
"2020-10-22","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-22","5 Recreational","Other recreation",10
"2020-10-22","5 Recreational","Recreational fitness",1
"2020-10-23","1 Congregate Care","Hospital",7
"2020-10-23","1 Congregate Care","Long-Term Care Home",87
"2020-10-23","1 Congregate Care","Retirement Home",10
"2020-10-23","2 Congregate Living","Correctional Facility",1
"2020-10-23","2 Congregate Living","Group Home/Supportive Housing",8
"2020-10-23","2 Congregate Living","Shelter",4
"2020-10-23","3 Education","School - Elementary",5
"2020-10-23","3 Education","School - Secondary",2
"2020-10-23","4 Workplace","Retail",3
"2020-10-23","4 Workplace","Workplace - Food Processing",2
"2020-10-23","4 Workplace","Workplace - Other",13
"2020-10-23","5 Recreational","Other recreation",8
"2020-10-23","5 Recreational","Recreational fitness",2
"2020-10-24","1 Congregate Care","Hospital",9
"2020-10-24","1 Congregate Care","Long-Term Care Home",55
"2020-10-24","1 Congregate Care","Retirement Home",18
"2020-10-24","2 Congregate Living","Correctional Facility",1
"2020-10-24","2 Congregate Living","Group Home/Supportive Housing",6
"2020-10-24","2 Congregate Living","Shelter",1
"2020-10-24","3 Education","Child care",1
"2020-10-24","3 Education","School - Elementary",8
"2020-10-24","3 Education","School - Secondary",7
"2020-10-24","4 Workplace","Retail",2
"2020-10-24","4 Workplace","Workplace - Food Processing",2
"2020-10-24","4 Workplace","Workplace - Other",16
"2020-10-24","5 Recreational","Bar/restaurant/nightclub",2
"2020-10-24","5 Recreational","Other recreation",20
"2020-10-25","1 Congregate Care","Hospital",18
"2020-10-25","1 Congregate Care","Long-Term Care Home",61
"2020-10-25","1 Congregate Care","Retirement Home",17
"2020-10-25","2 Congregate Living","Group Home/Supportive Housing",6
"2020-10-25","3 Education","Child care",4
"2020-10-25","3 Education","School - Elementary",9
"2020-10-25","3 Education","School - Elementary/Secondary",3
"2020-10-25","3 Education","School - Secondary",3
"2020-10-25","4 Workplace","Workplace - Food Processing",3
"2020-10-25","4 Workplace","Workplace - Other",15
"2020-10-25","5 Recreational","Other recreation",13
"2020-10-26","1 Congregate Care","Hospital",14
"2020-10-26","1 Congregate Care","Long-Term Care Home",17
"2020-10-26","1 Congregate Care","Retirement Home",19
"2020-10-26","2 Congregate Living","Group Home/Supportive Housing",3
"2020-10-26","2 Congregate Living","Shelter",1
"2020-10-26","3 Education","Child care",8
"2020-10-26","3 Education","School - Elementary",7
"2020-10-26","3 Education","School - Elementary/Secondary",1
"2020-10-26","3 Education","School - Secondary",5
"2020-10-26","4 Workplace","Workplace - Farm",1
"2020-10-26","4 Workplace","Workplace - Food Processing",3
"2020-10-26","4 Workplace","Workplace - Other",4
"2020-10-26","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-26","5 Recreational","Other recreation",8
"2020-10-26","5 Recreational","Personal service settings",1
"2020-10-26","5 Recreational","Recreational fitness",1
"2020-10-27","1 Congregate Care","Hospital",18
"2020-10-27","1 Congregate Care","Long-Term Care Home",31
"2020-10-27","1 Congregate Care","Retirement Home",11
"2020-10-27","2 Congregate Living","Correctional Facility",1
"2020-10-27","2 Congregate Living","Group Home/Supportive Housing",3
"2020-10-27","3 Education","Child care",3
"2020-10-27","3 Education","School - Elementary",11
"2020-10-27","3 Education","School - Secondary",2
"2020-10-27","4 Workplace","Medical/Health Service",1
"2020-10-27","4 Workplace","Retail",2
"2020-10-27","4 Workplace","Workplace - Food Processing",1
"2020-10-27","4 Workplace","Workplace - Other",13
"2020-10-27","5 Recreational","Bar/restaurant/nightclub",2
"2020-10-27","5 Recreational","Other recreation",3
"2020-10-28","1 Congregate Care","Hospital",7
"2020-10-28","1 Congregate Care","Long-Term Care Home",92
"2020-10-28","1 Congregate Care","Retirement Home",25
"2020-10-28","2 Congregate Living","Group Home/Supportive Housing",11
"2020-10-28","2 Congregate Living","Shelter",1
"2020-10-28","3 Education","Child care",5
"2020-10-28","3 Education","School - Elementary",13
"2020-10-28","3 Education","School - Secondary",3
"2020-10-28","4 Workplace","Medical/Health Service",1
"2020-10-28","4 Workplace","Retail",1
"2020-10-28","4 Workplace","Workplace - Farm",1
"2020-10-28","4 Workplace","Workplace - Other",10
"2020-10-28","5 Recreational","Bar/restaurant/nightclub",2
"2020-10-28","5 Recreational","Other recreation",2
"2020-10-28","5 Recreational","Personal service settings",4
"2020-10-29","1 Congregate Care","Hospital",3
"2020-10-29","1 Congregate Care","Long-Term Care Home",77
"2020-10-29","1 Congregate Care","Retirement Home",57
"2020-10-29","2 Congregate Living","Group Home/Supportive Housing",3
"2020-10-29","3 Education","Child care",5
"2020-10-29","3 Education","School - Elementary",7
"2020-10-29","3 Education","School - Elementary/Secondary",1
"2020-10-29","3 Education","School - Secondary",7
"2020-10-29","4 Workplace","Medical/Health Service",1
"2020-10-29","4 Workplace","Workplace - Farm",1
"2020-10-29","4 Workplace","Workplace - Food Processing",2
"2020-10-29","4 Workplace","Workplace - Other",11
"2020-10-29","5 Recreational","Bar/restaurant/nightclub",1
"2020-10-29","5 Recreational","Other recreation",1
"2020-10-30","1 Congregate Care","Hospital",12
"2020-10-30","1 Congregate Care","Long-Term Care Home",89
"2020-10-30","1 Congregate Care","Retirement Home",28
"2020-10-30","2 Congregate Living","Group Home/Supportive Housing",3
"2020-10-30","3 Education","Child care",5
"2020-10-30","3 Education","School - Elementary",8
"2020-10-30","3 Education","School - Elementary/Secondary",1
"2020-10-30","3 Education","School - Post-secondary",1
"2020-10-30","3 Education","School - Secondary",6
"2020-10-30","4 Workplace","Medical/Health Service",2
"2020-10-30","4 Workplace","Retail",2
"2020-10-30","4 Workplace","Workplace - Farm",1
"2020-10-30","4 Workplace","Workplace - Food Processing",4
"2020-10-30","4 Workplace","Workplace - Other",16
"2020-10-30","5 Recreational","Bar/restaurant/nightclub",2
"2020-10-30","5 Recreational","Personal service settings",2
"2020-10-30","5 Recreational","Recreational fitness",1
"2020-10-31","1 Congregate Care","Hospital",12
"2020-10-31","1 Congregate Care","Long-Term Care Home",63
"2020-10-31","1 Congregate Care","Retirement Home",10
"2020-10-31","2 Congregate Living","Group Home/Supportive Housing",2
"2020-10-31","2 Congregate Living","Shelter",1
"2020-10-31","3 Education","Child care",10
"2020-10-31","3 Education","School - Elementary",11
"2020-10-31","3 Education","School - Elementary/Secondary",1
"2020-10-31","3 Education","School - Secondary",5
"2020-10-31","4 Workplace","Retail",1
"2020-10-31","4 Workplace","Workplace - Food Processing",1
"2020-10-31","4 Workplace","Workplace - Other",5
"2020-10-31","5 Recreational","Bar/restaurant/nightclub",5
"2020-10-31","5 Recreational","Other recreation",9
"2020-10-31","5 Recreational","Personal service settings",2
"2020-10-31","5 Recreational","Recreational fitness",1
"2020-11-01","1 Congregate Care","Hospital",12
"2020-11-01","1 Congregate Care","Long-Term Care Home",30
"2020-11-01","1 Congregate Care","Retirement Home",11
"2020-11-01","2 Congregate Living","Group Home/Supportive Housing",8
"2020-11-01","3 Education","School - Elementary",12
"2020-11-01","3 Education","School - Elementary/Secondary",3
"2020-11-01","3 Education","School - Secondary",2
"2020-11-01","4 Workplace","Medical/Health Service",2
"2020-11-01","4 Workplace","Retail",2
"2020-11-01","4 Workplace","Workplace - Farm",21
"2020-11-01","4 Workplace","Workplace - Food Processing",2
"2020-11-01","4 Workplace","Workplace - Other",18
"2020-11-01","5 Recreational","Bar/restaurant/nightclub",1
"2020-11-01","5 Recreational","Other recreation",2
"2020-11-01","5 Recreational","Recreational fitness",6
"2020-11-02","1 Congregate Care","Hospital",8
"2020-11-02","1 Congregate Care","Long-Term Care Home",51
"2020-11-02","1 Congregate Care","Retirement Home",11
"2020-11-02","2 Congregate Living","Group Home/Supportive Housing",1
"2020-11-02","3 Education","Child care",7
"2020-11-02","3 Education","School - Elementary",7
"2020-11-02","3 Education","School - Elementary/Secondary",1
"2020-11-02","3 Education","School - Secondary",1
"2020-11-02","4 Workplace","Medical/Health Service",1
"2020-11-02","4 Workplace","Workplace - Farm",14
"2020-11-02","4 Workplace","Workplace - Food Processing",1
"2020-11-02","4 Workplace","Workplace - Other",11
"2020-11-02","5 Recreational","Bar/restaurant/nightclub",1
"2020-11-02","5 Recreational","Other recreation",2
"2020-11-02","5 Recreational","Personal service settings",1
"2020-11-02","5 Recreational","Recreational fitness",2
"2020-11-03","1 Congregate Care","Hospital",15
"2020-11-03","1 Congregate Care","Long-Term Care Home",57
"2020-11-03","1 Congregate Care","Retirement Home",27
"2020-11-03","2 Congregate Living","Group Home/Supportive Housing",7
"2020-11-03","2 Congregate Living","Shelter",1
"2020-11-03","3 Education","Child care",4
"2020-11-03","3 Education","School - Elementary",10
"2020-11-03","3 Education","School - Elementary/Secondary",3
"2020-11-03","3 Education","School - Secondary",5
"2020-11-03","4 Workplace","Medical/Health Service",1
"2020-11-03","4 Workplace","Workplace - Food Processing",4
"2020-11-03","4 Workplace","Workplace - Other",20
"2020-11-03","5 Recreational","Bar/restaurant/nightclub",3
"2020-11-03","5 Recreational","Other recreation",4
"2020-11-03","5 Recreational","Personal service settings",1
"2020-11-03","5 Recreational","Recreational fitness",1
"2020-11-04","1 Congregate Care","Hospital",12
"2020-11-04","1 Congregate Care","Long-Term Care Home",90
"2020-11-04","1 Congregate Care","Retirement Home",37
"2020-11-04","2 Congregate Living","Group Home/Supportive Housing",1
"2020-11-04","2 Congregate Living","Shelter",3
"2020-11-04","3 Education","Child care",4
"2020-11-04","3 Education","School - Elementary",10
"2020-11-04","3 Education","School - Elementary/Secondary",1
"2020-11-04","3 Education","School - Secondary",5
"2020-11-04","4 Workplace","Medical/Health Service",3
"2020-11-04","4 Workplace","Workplace - Other",16
"2020-11-04","5 Recreational","Bar/restaurant/nightclub",2
"2020-11-04","5 Recreational","Other recreation",4
"2020-11-05","1 Congregate Care","Hospital",14
"2020-11-05","1 Congregate Care","Long-Term Care Home",111
"2020-11-05","1 Congregate Care","Retirement Home",34
"2020-11-05","2 Congregate Living","Congregate other",5
"2020-11-05","2 Congregate Living","Group Home/Supportive Housing",3
"2020-11-05","2 Congregate Living","Shelter",1
"2020-11-05","3 Education","Child care",11
"2020-11-05","3 Education","School - Elementary",8
"2020-11-05","3 Education","School - Elementary/Secondary",2
"2020-11-05","3 Education","School - Post-secondary",1
"2020-11-05","3 Education","School - Secondary",2
"2020-11-05","4 Workplace","Retail",2
"2020-11-05","4 Workplace","Workplace - Farm",2
"2020-11-05","4 Workplace","Workplace - Food Processing",3
"2020-11-05","4 Workplace","Workplace - Other",42
"2020-11-05","5 Recreational","Bar/restaurant/nightclub",2
"2020-11-05","5 Recreational","Other recreation",7
"2020-11-05","5 Recreational","Recreational fitness",3
"2020-11-06","1 Congregate Care","Hospital",6
"2020-11-06","1 Congregate Care","Long-Term Care Home",103
"2020-11-06","1 Congregate Care","Retirement Home",42
"2020-11-06","2 Congregate Living","Congregate other",2
"2020-11-06","2 Congregate Living","Group Home/Supportive Housing",7
"2020-11-06","2 Congregate Living","Shelter",1
"2020-11-06","3 Education","Child care",5
"2020-11-06","3 Education","School - Elementary",8
"2020-11-06","3 Education","School - Elementary/Secondary",3
"2020-11-06","3 Education","School - Secondary",9
"2020-11-06","4 Workplace","Retail",1
"2020-11-06","4 Workplace","Workplace - Farm",1
"2020-11-06","4 Workplace","Workplace - Food Processing",2
"2020-11-06","4 Workplace","Workplace - Other",31
"2020-11-06","5 Recreational","Bar/restaurant/nightclub",6
"2020-11-06","5 Recreational","Other recreation",8
"2020-11-06","5 Recreational","Recreational fitness",1
"2020-11-06","6 Other/Unknown","Other",1
"2020-11-07","1 Congregate Care","Hospital",9
"2020-11-07","1 Congregate Care","Long-Term Care Home",95
"2020-11-07","1 Congregate Care","Retirement Home",21
"2020-11-07","2 Congregate Living","Congregate other",4
"2020-11-07","2 Congregate Living","Group Home/Supportive Housing",15
"2020-11-07","2 Congregate Living","Shelter",1
"2020-11-07","3 Education","Child care",4
"2020-11-07","3 Education","School - Elementary",15
"2020-11-07","3 Education","School - Elementary/Secondary",1
"2020-11-07","3 Education","School - Post-secondary",4
"2020-11-07","3 Education","School - Secondary",6
"2020-11-07","4 Workplace","Medical/Health Service",1
"2020-11-07","4 Workplace","Retail",1
"2020-11-07","4 Workplace","Workplace - Farm",4
"2020-11-07","4 Workplace","Workplace - Food Processing",1
"2020-11-07","4 Workplace","Workplace - Other",20
"2020-11-07","5 Recreational","Bar/restaurant/nightclub",4
"2020-11-07","5 Recreational","Other recreation",14
"2020-11-07","5 Recreational","Recreational fitness",1
"2020-11-08","1 Congregate Care","Hospital",5
"2020-11-08","1 Congregate Care","Long-Term Care Home",79
"2020-11-08","1 Congregate Care","Retirement Home",20
"2020-11-08","2 Congregate Living","Congregate other",4
"2020-11-08","2 Congregate Living","Group Home/Supportive Housing",5
"2020-11-08","3 Education","Child care",2
"2020-11-08","3 Education","School - Elementary",12
"2020-11-08","3 Education","School - Elementary/Secondary",2
"2020-11-08","3 Education","School - Secondary",1
"2020-11-08","4 Workplace","Retail",2
"2020-11-08","4 Workplace","Workplace - Farm",3
"2020-11-08","4 Workplace","Workplace - Food Processing",6
"2020-11-08","4 Workplace","Workplace - Other",32
"2020-11-08","5 Recreational","Bar/restaurant/nightclub",3
"2020-11-08","5 Recreational","Other recreation",2
"2020-11-09","1 Congregate Care","Hospital",8
"2020-11-09","1 Congregate Care","Long-Term Care Home",50
"2020-11-09","1 Congregate Care","Retirement Home",30
"2020-11-09","2 Congregate Living","Congregate other",2
"2020-11-09","2 Congregate Living","Group Home/Supportive Housing",11
"2020-11-09","2 Congregate Living","Shelter",2
"2020-11-09","3 Education","Child care",4
"2020-11-09","3 Education","School - Elementary",5
"2020-11-09","3 Education","School - Elementary/Secondary",2
"2020-11-09","3 Education","School - Post-secondary",1
"2020-11-09","3 Education","School - Secondary",4
"2020-11-09","4 Workplace","Medical/Health Service",2
"2020-11-09","4 Workplace","Retail",2
"2020-11-09","4 Workplace","Workplace - Food Processing",12
"2020-11-09","4 Workplace","Workplace - Other",74
"2020-11-09","5 Recreational","Bar/restaurant/nightclub",6
"2020-11-09","5 Recreational","Other recreation",9
"2020-11-09","5 Recreational","Recreational fitness",3
"2020-11-10","1 Congregate Care","Hospital",4
"2020-11-10","1 Congregate Care","Long-Term Care Home",119
"2020-11-10","1 Congregate Care","Retirement Home",15
"2020-11-10","2 Congregate Living","Congregate other",9
"2020-11-10","2 Congregate Living","Group Home/Supportive Housing",7
"2020-11-10","2 Congregate Living","Shelter",2
"2020-11-10","3 Education","Child care",3
"2020-11-10","3 Education","School - Elementary",18
"2020-11-10","3 Education","School - Elementary/Secondary",5
"2020-11-10","3 Education","School - Secondary",9
"2020-11-10","4 Workplace","Medical/Health Service",1
"2020-11-10","4 Workplace","Retail",2
"2020-11-10","4 Workplace","Workplace - Food Processing",31
"2020-11-10","4 Workplace","Workplace - Other",29
"2020-11-10","5 Recreational","Bar/restaurant/nightclub",11
"2020-11-10","5 Recreational","Other recreation",4
"2020-11-10","5 Recreational","Recreational fitness",3
"2020-11-11","1 Congregate Care","Hospital",12
"2020-11-11","1 Congregate Care","Long-Term Care Home",88
"2020-11-11","1 Congregate Care","Retirement Home",39
"2020-11-11","2 Congregate Living","Congregate other",11
"2020-11-11","2 Congregate Living","Group Home/Supportive Housing",7
"2020-11-11","3 Education","Child care",6
"2020-11-11","3 Education","School - Elementary",18
"2020-11-11","3 Education","School - Elementary/Secondary",2
"2020-11-11","3 Education","School - Post-secondary",1
"2020-11-11","3 Education","School - Secondary",6
"2020-11-11","4 Workplace","Retail",5
"2020-11-11","4 Workplace","Workplace - Farm",1
"2020-11-11","4 Workplace","Workplace - Food Processing",7
"2020-11-11","4 Workplace","Workplace - Other",28
"2020-11-11","5 Recreational","Bar/restaurant/nightclub",6
"2020-11-11","5 Recreational","Other recreation",3
"2020-11-12","1 Congregate Care","Hospital",11
"2020-11-12","1 Congregate Care","Long-Term Care Home",68
"2020-11-12","1 Congregate Care","Retirement Home",31
"2020-11-12","2 Congregate Living","Congregate other",22
"2020-11-12","2 Congregate Living","Group Home/Supportive Housing",2
"2020-11-12","3 Education","Child care",3
"2020-11-12","3 Education","School - Elementary",19
"2020-11-12","3 Education","School - Elementary/Secondary",2
"2020-11-12","3 Education","School - Secondary",5
"2020-11-12","4 Workplace","Medical/Health Service",4
"2020-11-12","4 Workplace","Retail",1
"2020-11-12","4 Workplace","Workplace - Food Processing",5
"2020-11-12","4 Workplace","Workplace - Other",44
"2020-11-12","5 Recreational","Bar/restaurant/nightclub",12
"2020-11-12","5 Recreational","Other recreation",3
"2020-11-12","5 Recreational","Recreational fitness",1
"2020-11-12","6 Other/Unknown","Other",1
"2020-11-13","1 Congregate Care","Hospital",15
"2020-11-13","1 Congregate Care","Long-Term Care Home",64
"2020-11-13","1 Congregate Care","Retirement Home",22
"2020-11-13","2 Congregate Living","Congregate other",9
"2020-11-13","2 Congregate Living","Group Home/Supportive Housing",3
"2020-11-13","2 Congregate Living","Shelter",1
"2020-11-13","3 Education","Child care",3
"2020-11-13","3 Education","School - Elementary",7
"2020-11-13","3 Education","School - Elementary/Secondary",4
"2020-11-13","3 Education","School - Secondary",4
"2020-11-13","4 Workplace","Medical/Health Service",1
"2020-11-13","4 Workplace","Retail",2
"2020-11-13","4 Workplace","Workplace - Farm",1
"2020-11-13","4 Workplace","Workplace - Food Processing",5
"2020-11-13","4 Workplace","Workplace - Other",35
"2020-11-13","5 Recreational","Bar/restaurant/nightclub",7
"2020-11-13","5 Recreational","Other recreation",6
"2020-11-13","5 Recreational","Recreational fitness",4
"2020-11-13","6 Other/Unknown","Other",1
"2020-11-14","1 Congregate Care","Hospital",7
"2020-11-14","1 Congregate Care","Long-Term Care Home",124
"2020-11-14","1 Congregate Care","Retirement Home",27
"2020-11-14","2 Congregate Living","Congregate other",9
"2020-11-14","2 Congregate Living","Group Home/Supportive Housing",1
"2020-11-14","2 Congregate Living","Shelter",4
"2020-11-14","3 Education","Child care",5
"2020-11-14","3 Education","School - Elementary",10
"2020-11-14","3 Education","School - Elementary/Secondary",6
"2020-11-14","3 Education","School - Secondary",3
"2020-11-14","4 Workplace","Medical/Health Service",1
"2020-11-14","4 Workplace","Workplace - Food Processing",2
"2020-11-14","4 Workplace","Workplace - Other",42
"2020-11-14","5 Recreational","Bar/restaurant/nightclub",10
"2020-11-14","5 Recreational","Other recreation",8
"2020-11-14","5 Recreational","Recreational fitness",7
"2020-11-14","6 Other/Unknown","Other",1
"2020-11-15","1 Congregate Care","Hospital",5
"2020-11-15","1 Congregate Care","Long-Term Care Home",45
"2020-11-15","1 Congregate Care","Retirement Home",9
"2020-11-15","2 Congregate Living","Congregate other",7
"2020-11-15","2 Congregate Living","Group Home/Supportive Housing",1
"2020-11-15","3 Education","Child care",2
"2020-11-15","3 Education","School - Elementary",13
"2020-11-15","3 Education","School - Elementary/Secondary",2
"2020-11-15","3 Education","School - Secondary",3
"2020-11-15","4 Workplace","Medical/Health Service",1
"2020-11-15","4 Workplace","Workplace - Food Processing",1
"2020-11-15","4 Workplace","Workplace - Other",29
"2020-11-15","5 Recreational","Bar/restaurant/nightclub",4
"2020-11-15","5 Recreational","Other recreation",2
"2020-11-15","5 Recreational","Recreational fitness",9
"2020-11-15","6 Other/Unknown","Other",4
"2020-11-16","1 Congregate Care","Hospital",11
"2020-11-16","1 Congregate Care","Long-Term Care Home",24
"2020-11-16","1 Congregate Care","Retirement Home",9
"2020-11-16","2 Congregate Living","Congregate other",15
"2020-11-16","2 Congregate Living","Group Home/Supportive Housing",3
"2020-11-16","3 Education","Child care",2
"2020-11-16","3 Education","School - Elementary",12
"2020-11-16","3 Education","School - Elementary/Secondary",1
"2020-11-16","3 Education","School - Secondary",4
"2020-11-16","4 Workplace","Retail",1
"2020-11-16","4 Workplace","Workplace - Farm",2
"2020-11-16","4 Workplace","Workplace - Food Processing",4
"2020-11-16","4 Workplace","Workplace - Other",41
"2020-11-16","5 Recreational","Bar/restaurant/nightclub",3
"2020-11-16","5 Recreational","Other recreation",4
"2020-11-16","5 Recreational","Recreational fitness",19
"2020-11-16","6 Other/Unknown","Other",1
"2020-11-17","1 Congregate Care","Hospital",3
"2020-11-17","1 Congregate Care","Long-Term Care Home",71
