date,category_grouped,outbreak_subgroup,TOTAL_CASES
10/17/2020,4 Workplace,Workplace - Other,7
10/17/2020,5 Recreational,Bar/restaurant/nightclub,1
10/17/2020,5 Recreational,Other recreation,1
10/17/2020,5 Recreational,Recreational fitness,1
10/18/2020,1 Congregate Care,Hospital,4
10/18/2020,1 Congregate Care,Long-Term Care Home,32
10/18/2020,1 Congregate Care,Retirement Home,11
10/18/2020,2 Congregate Living,Group Home/Supportive Housing,16
10/18/2020,3 Education,Child care,7
10/18/2020,3 Education,School - Elementary,2
10/18/2020,3 Education,School - Elementary/Secondary,1
10/18/2020,3 Education,School - Post-secondary,1
10/18/2020,3 Education,School - Secondary,2
10/18/2020,4 Workplace,Retail,3
10/18/2020,4 Workplace,Workplace - Food Processing,1
10/18/2020,4 Workplace,Workplace - Other,7
10/18/2020,5 Recreational,Bar/restaurant/nightclub,1
10/18/2020,5 Recreational,Other recreation,6
10/18/2020,5 Recreational,Recreational fitness,2
10/19/2020,1 Congregate Care,Hospital,1
10/19/2020,1 Congregate Care,Long-Term Care Home,26
10/19/2020,1 Congregate Care,Retirement Home,10
10/19/2020,2 Congregate Living,Group Home/Supportive Housing,16
10/19/2020,3 Education,Child care,1
10/19/2020,3 Education,School - Elementary,4
10/19/2020,3 Education,School - Elementary/Secondary,3
10/19/2020,3 Education,School - Secondary,1
10/19/2020,4 Workplace,Retail,1
10/19/2020,4 Workplace,Workplace - Farm,1
10/19/2020,4 Workplace,Workplace - Other,5
10/19/2020,5 Recreational,Other recreation,5
10/19/2020,5 Recreational,Recreational fitness,1
10/20/2020,1 Congregate Care,Hospital,9
10/20/2020,1 Congregate Care,Long-Term Care Home,16
10/20/2020,1 Congregate Care,Retirement Home,6
10/20/2020,2 Congregate Living,Group Home/Supportive Housing,9
10/20/2020,3 Education,Child care,2
10/20/2020,3 Education,School - Elementary,1
10/20/2020,3 Education,School - Secondary,4
10/20/2020,4 Workplace,Retail,3
10/20/2020,4 Workplace,Workplace - Other,9
10/20/2020,5 Recreational,Other recreation,5
10/20/2020,5 Recreational,Recreational fitness,4
10/21/2020,1 Congregate Care,Hospital,9
10/21/2020,1 Congregate Care,Long-Term Care Home,31
10/21/2020,1 Congregate Care,Retirement Home,9
10/21/2020,2 Congregate Living,Group Home/Supportive Housing,8
10/21/2020,2 Congregate Living,Shelter,1
10/21/2020,3 Education,Child care,1
10/21/2020,3 Education,School - Elementary,3
10/21/2020,3 Education,School - Elementary/Secondary,1
10/21/2020,4 Workplace,Workplace - Other,7
10/21/2020,5 Recreational,Other recreation,5
10/21/2020,5 Recreational,Recreational fitness,1
10/22/2020,1 Congregate Care,Hospital,10
10/22/2020,1 Congregate Care,Long-Term Care Home,103
10/22/2020,1 Congregate Care,Retirement Home,18
10/22/2020,2 Congregate Living,Correctional Facility,1
10/22/2020,2 Congregate Living,Group Home/Supportive Housing,8
10/22/2020,3 Education,School - Elementary,2
10/22/2020,3 Education,School - Elementary/Secondary,4
10/22/2020,3 Education,School - Secondary,1
10/22/2020,4 Workplace,Medical/Health Service,1
10/22/2020,4 Workplace,Workplace - Food Processing,2
10/22/2020,4 Workplace,Workplace - Other,7
10/22/2020,5 Recreational,Other recreation,9
10/22/2020,5 Recreational,Recreational fitness,1
10/23/2020,1 Congregate Care,Hospital,6
10/23/2020,1 Congregate Care,Long-Term Care Home,86
10/23/2020,1 Congregate Care,Retirement Home,10
10/23/2020,2 Congregate Living,Correctional Facility,1
10/23/2020,2 Congregate Living,Group Home/Supportive Housing,8
10/23/2020,2 Congregate Living,Shelter,4
10/23/2020,3 Education,School - Elementary,3
10/23/2020,3 Education,School - Secondary,2
10/23/2020,4 Workplace,Retail,3
10/23/2020,4 Workplace,Workplace - Food Processing,1
10/23/2020,4 Workplace,Workplace - Other,9
10/23/2020,5 Recreational,Other recreation,7
10/23/2020,5 Recreational,Recreational fitness,2
10/24/2020,1 Congregate Care,Hospital,8
10/24/2020,1 Congregate Care,Long-Term Care Home,56
10/24/2020,1 Congregate Care,Retirement Home,18
10/24/2020,2 Congregate Living,Correctional Facility,1
10/24/2020,2 Congregate Living,Group Home/Supportive Housing,6
10/24/2020,2 Congregate Living,Shelter,1
10/24/2020,3 Education,Child care,1
10/24/2020,3 Education,School - Elementary,7
10/24/2020,3 Education,School - Secondary,6
10/24/2020,4 Workplace,Retail,1
10/24/2020,4 Workplace,Workplace - Food Processing,1
10/24/2020,4 Workplace,Workplace - Other,13
10/24/2020,5 Recreational,Bar/restaurant/nightclub,2
10/24/2020,5 Recreational,Other recreation,17
10/25/2020,1 Congregate Care,Hospital,18
10/25/2020,1 Congregate Care,Long-Term Care Home,60
10/25/2020,1 Congregate Care,Retirement Home,16
10/25/2020,2 Congregate Living,Group Home/Supportive Housing,7
10/25/2020,3 Education,Child care,4
10/25/2020,3 Education,School - Elementary,8
10/25/2020,3 Education,School - Elementary/Secondary,3
10/25/2020,3 Education,School - Secondary,3
10/25/2020,4 Workplace,Workplace - Food Processing,2
10/25/2020,4 Workplace,Workplace - Other,12
10/25/2020,5 Recreational,Other recreation,12
10/26/2020,1 Congregate Care,Hospital,14
10/26/2020,1 Congregate Care,Long-Term Care Home,17
10/26/2020,1 Congregate Care,Retirement Home,19
10/26/2020,2 Congregate Living,Group Home/Supportive Housing,3
10/26/2020,2 Congregate Living,Shelter,1
10/26/2020,3 Education,Child care,7
10/26/2020,3 Education,School - Elementary,6
10/26/2020,3 Education,School - Elementary/Secondary,1
10/26/2020,3 Education,School - Secondary,3
10/26/2020,4 Workplace,Workplace - Food Processing,3
10/26/2020,4 Workplace,Workplace - Other,3
10/26/2020,5 Recreational,Bar/restaurant/nightclub,1
10/26/2020,5 Recreational,Other recreation,6
10/26/2020,5 Recreational,Personal service settings,1
10/26/2020,5 Recreational,Recreational fitness,1
10/27/2020,1 Congregate Care,Hospital,9
10/27/2020,1 Congregate Care,Long-Term Care Home,31
10/27/2020,1 Congregate Care,Retirement Home,10
10/27/2020,2 Congregate Living,Correctional Facility,1
10/27/2020,2 Congregate Living,Group Home/Supportive Housing,4
10/27/2020,3 Education,Child care,3
10/27/2020,3 Education,School - Elementary,11
10/27/2020,3 Education,School - Secondary,1
10/27/2020,4 Workplace,Medical/Health Service,1
10/27/2020,4 Workplace,Retail,1
10/27/2020,4 Workplace,Workplace - Food Processing,1
10/27/2020,4 Workplace,Workplace - Other,7
10/27/2020,5 Recreational,Bar/restaurant/nightclub,2
10/27/2020,5 Recreational,Other recreation,1
10/28/2020,1 Congregate Care,Hospital,6
10/28/2020,1 Congregate Care,Long-Term Care Home,92
10/28/2020,1 Congregate Care,Retirement Home,23
10/28/2020,2 Congregate Living,Group Home/Supportive Housing,11
10/28/2020,2 Congregate Living,Shelter,1
10/28/2020,3 Education,Child care,4
10/28/2020,3 Education,School - Elementary,11
10/28/2020,3 Education,School - Secondary,1
10/28/2020,4 Workplace,Retail,1
10/28/2020,4 Workplace,Workplace - Other,2
10/28/2020,5 Recreational,Bar/restaurant/nightclub,2
10/28/2020,5 Recreational,Other recreation,1
10/28/2020,5 Recreational,Personal service settings,3
10/29/2020,1 Congregate Care,Hospital,3
10/29/2020,1 Congregate Care,Long-Term Care Home,72
10/29/2020,1 Congregate Care,Retirement Home,54
10/29/2020,2 Congregate Living,Group Home/Supportive Housing,3
10/29/2020,3 Education,Child care,3
10/29/2020,3 Education,School - Elementary,4
10/29/2020,3 Education,School - Secondary,3
10/29/2020,4 Workplace,Medical/Health Service,1
10/29/2020,4 Workplace,Workplace - Food Processing,2
10/29/2020,4 Workplace,Workplace - Other,4
10/30/2020,1 Congregate Care,Hospital,6
10/30/2020,1 Congregate Care,Long-Term Care Home,82
10/30/2020,1 Congregate Care,Retirement Home,23
10/30/2020,2 Congregate Living,Group Home/Supportive Housing,3
10/30/2020,3 Education,Child care,2
10/30/2020,3 Education,School - Elementary,4
10/30/2020,3 Education,School - Elementary/Secondary,1
10/30/2020,3 Education,School - Post-secondary,1
10/30/2020,3 Education,School - Secondary,1
10/30/2020,4 Workplace,Retail,1
10/30/2020,4 Workplace,Workplace - Farm,1
10/30/2020,4 Workplace,Workplace - Food Processing,2
10/30/2020,4 Workplace,Workplace - Other,2
10/30/2020,5 Recreational,Bar/restaurant/nightclub,1
10/31/2020,1 Congregate Care,Hospital,6
10/31/2020,1 Congregate Care,Long-Term Care Home,58
10/31/2020,1 Congregate Care,Retirement Home,6
10/31/2020,3 Education,Child care,4
10/31/2020,3 Education,School - Elementary,5
10/31/2020,3 Education,School - Elementary/Secondary,1
10/31/2020,4 Workplace,Retail,1
10/31/2020,4 Workplace,Workplace - Other,1
10/31/2020,5 Recreational,Bar/restaurant/nightclub,4
10/31/2020,5 Recreational,Other recreation,1
11/01/2020,1 Congregate Care,Hospital,2
11/01/2020,1 Congregate Care,Long-Term Care Home,25
11/01/2020,1 Congregate Care,Retirement Home,6
11/01/2020,2 Congregate Living,Group Home/Supportive Housing,1
11/01/2020,3 Education,School - Elementary,3
11/01/2020,3 Education,School - Elementary/Secondary,3
11/01/2020,4 Workplace,Workplace - Farm,21
11/01/2020,4 Workplace,Workplace - Other,3
11/01/2020,5 Recreational,Other recreation,1
11/01/2020,5 Recreational,Recreational fitness,2
11/02/2020,1 Congregate Care,Hospital,4
11/02/2020,1 Congregate Care,Long-Term Care Home,47
11/02/2020,1 Congregate Care,Retirement Home,8
11/02/2020,3 Education,Child care,1
11/02/2020,3 Education,School - Elementary/Secondary,1
11/02/2020,4 Workplace,Workplace - Farm,14
11/02/2020,4 Workplace,Workplace - Other,1
11/02/2020,5 Recreational,Bar/restaurant/nightclub,1
11/03/2020,1 Congregate Care,Hospital,4
11/03/2020,1 Congregate Care,Long-Term Care Home,16
11/03/2020,1 Congregate Care,Retirement Home,18
11/03/2020,2 Congregate Living,Group Home/Supportive Housing,1
11/03/2020,3 Education,Child care,1
11/03/2020,3 Education,School - Elementary/Secondary,2
11/03/2020,4 Workplace,Workplace - Food Processing,1
11/03/2020,5 Recreational,Recreational fitness,1
11/04/2020,1 Congregate Care,Long-Term Care Home,70
11/04/2020,1 Congregate Care,Retirement Home,29
11/04/2020,3 Education,School - Elementary,2
11/05/2020,1 Congregate Care,Hospital,3
11/05/2020,1 Congregate Care,Long-Term Care Home,88
11/05/2020,1 Congregate Care,Retirement Home,15
11/05/2020,3 Education,Child care,1
11/05/2020,3 Education,School - Elementary,3
11/05/2020,3 Education,School - Elementary/Secondary,1
11/05/2020,4 Workplace,Workplace - Other,2
11/05/2020,5 Recreational,Other recreation,2
11/06/2020,1 Congregate Care,Hospital,1
11/06/2020,1 Congregate Care,Long-Term Care Home,48
11/06/2020,1 Congregate Care,Retirement Home,33
11/06/2020,3 Education,Child care,1
11/06/2020,3 Education,School - Elementary/Secondary,3
11/06/2020,3 Education,School - Secondary,1
11/06/2020,4 Workplace,Retail,1
11/06/2020,4 Workplace,Workplace - Food Processing,1
11/06/2020,4 Workplace,Workplace - Other,2
11/07/2020,1 Congregate Care,Long-Term Care Home,44
11/07/2020,1 Congregate Care,Retirement Home,16
11/07/2020,2 Congregate Living,Shelter,1
11/07/2020,3 Education,Child care,1
11/07/2020,3 Education,School - Elementary,1
11/07/2020,3 Education,School - Elementary/Secondary,1
11/07/2020,4 Workplace,Workplace - Other,3
11/08/2020,1 Congregate Care,Hospital,1
11/08/2020,1 Congregate Care,Long-Term Care Home,35
11/08/2020,1 Congregate Care,Retirement Home,13
11/08/2020,3 Education,Child care,1
11/08/2020,3 Education,School - Elementary,2
11/08/2020,3 Education,School - Elementary/Secondary,1
11/09/2020,1 Congregate Care,Long-Term Care Home,15
11/09/2020,1 Congregate Care,Retirement Home,25
11/09/2020,3 Education,School - Elementary/Secondary,1
11/09/2020,3 Education,School - Post-secondary,1
11/09/2020,4 Workplace,Workplace - Food Processing,1
11/10/2020,1 Congregate Care,Long-Term Care Home,60
11/10/2020,1 Congregate Care,Retirement Home,6
11/10/2020,3 Education,School - Elementary/Secondary,3
11/10/2020,3 Education,School - Secondary,1
11/10/2020,4 Workplace,Workplace - Other,3
11/11/2020,1 Congregate Care,Long-Term Care Home,41
11/11/2020,1 Congregate Care,Retirement Home,13
11/11/2020,3 Education,School - Elementary/Secondary,2
11/11/2020,3 Education,School - Post-secondary,1
11/11/2020,4 Workplace,Workplace - Food Processing,2
11/11/2020,4 Workplace,Workplace - Other,4
11/12/2020,1 Congregate Care,Long-Term Care Home,34
11/12/2020,1 Congregate Care,Retirement Home,6
11/12/2020,2 Congregate Living,Group Home/Supportive Housing,2
11/12/2020,3 Education,Child care,1
11/12/2020,3 Education,School - Elementary/Secondary,2
11/12/2020,3 Education,School - Secondary,1
11/12/2020,4 Workplace,Workplace - Other,1
11/13/2020,1 Congregate Care,Long-Term Care Home,20
11/13/2020,1 Congregate Care,Retirement Home,14
11/13/2020,2 Congregate Living,Group Home/Supportive Housing,1
11/13/2020,3 Education,School - Elementary/Secondary,3
11/13/2020,4 Workplace,Workplace - Other,7
11/14/2020,1 Congregate Care,Long-Term Care Home,27
11/14/2020,1 Congregate Care,Retirement Home,14
11/14/2020,2 Congregate Living,Shelter,3
11/14/2020,3 Education,Child care,1
11/14/2020,3 Education,School - Elementary/Secondary,5
11/14/2020,3 Education,School - Post-secondary,1
11/14/2020,4 Workplace,Workplace - Other,3
11/15/2020,1 Congregate Care,Hospital,1
11/15/2020,1 Congregate Care,Long-Term Care Home,19
11/15/2020,1 Congregate Care,Retirement Home,6
11/15/2020,2 Congregate Living,Congregate other,1
11/15/2020,3 Education,Child care,1
11/15/2020,3 Education,School - Elementary/Secondary,1
11/15/2020,4 Workplace,Workplace - Food Processing,1
11/15/2020,4 Workplace,Workplace - Other,2
11/16/2020,1 Congregate Care,Long-Term Care Home,5
11/16/2020,1 Congregate Care,Retirement Home,4
11/16/2020,3 Education,School - Elementary,2
11/17/2020,1 Congregate Care,Long-Term Care Home,30
11/17/2020,1 Congregate Care,Retirement Home,3
11/17/2020,3 Education,School - Elementary,1
11/17/2020,4 Workplace,Workplace - Other,4
11/18/2020,1 Congregate Care,Long-Term Care Home,17
11/18/2020,1 Congregate Care,Retirement Home,2
11/18/2020,2 Congregate Living,Shelter,1
11/18/2020,3 Education,School - Elementary,1
11/18/2020,3 Education,School - Elementary/Secondary,3
11/18/2020,4 Workplace,Workplace - Food Processing,2
11/19/2020,1 Congregate Care,Long-Term Care Home,16
11/19/2020,1 Congregate Care,Retirement Home,15
11/19/2020,3 Education,School - Post-secondary,1
11/19/2020,3 Education,School - Secondary,1
11/20/2020,1 Congregate Care,Hospital,1
11/20/2020,1 Congregate Care,Long-Term Care Home,16
11/20/2020,1 Congregate Care,Retirement Home,5
11/20/2020,4 Workplace,Workplace - Other,1
11/21/2020,1 Congregate Care,Long-Term Care Home,19
11/21/2020,1 Congregate Care,Retirement Home,4
11/21/2020,4 Workplace,Workplace - Other,2
11/21/2020,5 Recreational,Bar/restaurant/nightclub,1
11/22/2020,1 Congregate Care,Long-Term Care Home,19
11/22/2020,1 Congregate Care,Retirement Home,6
11/22/2020,3 Education,School - Elementary,1
11/22/2020,3 Education,School - Post-secondary,1
11/22/2020,4 Workplace,Workplace - Other,1
11/23/2020,1 Congregate Care,Hospital,1
11/23/2020,1 Congregate Care,Long-Term Care Home,5
11/23/2020,1 Congregate Care,Retirement Home,6
11/23/2020,4 Workplace,Medical/Health Service,1
11/24/2020,1 Congregate Care,Long-Term Care Home,8
11/24/2020,1 Congregate Care,Retirement Home,1
11/25/2020,1 Congregate Care,Long-Term Care Home,11
11/25/2020,1 Congregate Care,Retirement Home,3
11/25/2020,3 Education,School - Elementary,2
11/25/2020,4 Workplace,Workplace - Food Processing,1
11/26/2020,1 Congregate Care,Long-Term Care Home,22
11/26/2020,1 Congregate Care,Retirement Home,2
11/26/2020,3 Education,School - Elementary/Secondary,1
11/26/2020,4 Workplace,Workplace - Other,1
11/27/2020,1 Congregate Care,Long-Term Care Home,7
11/27/2020,1 Congregate Care,Retirement Home,9
11/27/2020,3 Education,School - Elementary,1
11/27/2020,4 Workplace,Workplace - Other,1
11/28/2020,1 Congregate Care,Retirement Home,2
