ï»¿Report_Data_Extracted,LTC_Home,City,Beds,Total_LTC_Resident_Deaths
2020-09-10,Eatonville Care Centre,Etobicoke,247.0,42
2020-09-10,Ehatare Nursing Home,Scarborough,32.0,0
2020-09-10,Elgin Abbey Nursing Home,Chesley,27.0,0
2020-09-10,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,15
2020-09-10,Elizabeth Centre,Val Caron,128.0,0
2020-09-10,Elm Grove Living Centre,Toronto,126.0,18
2020-09-10,Elmwood Place,London,90.0,0
2020-09-10,Erin Mills Lodge Nursing Home,Mississauga,86.0,17
2020-09-10,Exeter Villa,Exeter,47.0,0
2020-09-10,Extendicare Bayview,North York,205.0,12
2020-09-10,Extendicare Brampton,Brampton,150.0,<5
2020-09-10,Extendicare Falconbridge,Sudbury,234.0,0
2020-09-10,Extendicare Guildwood,Scarborough,169.0,48
2020-09-10,Extendicare Halton Hills,Georgetown,130.0,0
2020-09-10,Extendicare Hamilton,Hamilton,160.0,0
2020-09-10,Extendicare Lakefield,Lakefield,100.0,0
2020-09-10,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256.0,0
2020-09-10,Extendicare Medex,Ottawa,193.0,0
2020-09-10,Extendicare Oshawa,Oshawa,175.0,0
2020-09-10,Extendicare Rouge Valley,Toronto,192.0,0
2020-09-10,Extendicare Scarborough,Scarborough,154.0,14
2020-09-10,Extendicare Southwood Lakes,Windsor,150.0,0
2020-09-10,Extendicare Starwood,Nepean,192.0,0
2020-09-10,Extendicare Tecumseh,Tecumseh,128.0,0
2020-09-10,Extendicare Timmins,Timmins,180.0,0
2020-09-10,Extendicare York,Sudbury,288.0,0
2020-09-10,Fairview Lodge,Whitby,198.0,0
2020-09-10,Fairview Nursing Home,Toronto,108.0,0
2020-09-10,Faith Manor Nursing Home,Brampton,120.0,<5
2020-09-10,Fenelon Court,Fenelon Falls,67.0,0
2020-09-10,Finlandia Hoivakoti Nursing Home,Sudbury,112.0,0
2020-09-10,Forest Heights,Kitchener,240.0,51
2020-09-10,Fountain View Care Community,East York,158.0,0
2020-09-10,Foyer Des Pionniers,Hearst,67.0,0
2020-09-10,Foyer St-Viateur Nursing Home,Limoges,57.0,0
2020-09-10,Franklin Gardens Long Term Care Home,Leamington,120.0,0
2020-09-10,Fudger House,Toronto,250.0,0
2020-09-10,Garden City Manor,St. Catharines,200.0,<5
2020-09-10,Garden Court Nursing Home,Etobicoke,45.0,10
2020-09-10,Garden Terrace,Kanata,160.0,0
2020-09-10,Gardenview Long Term Care Home,Townsend,64.0,0
2020-09-10,Garry J. Armstrong Home,Ottawa,180.0,0
2020-09-10,Glebe Centre,Ottawa,254.0,0
2020-09-10,Glen Hill Strathaven,Bowmanville,210.0,0
2020-09-10,Golden Dawn Nursing Home,Lion's Head,45.0,0
2020-09-10,Golden Manor,Timmins,177.0,0
2020-09-10,Golden Years Nursing Home,Cambridge,88.0,<5
2020-09-10,Grace Manor,Brampton,120.0,12
2020-09-10,Grace Villa Nursing Home,Hamilton,184.0,0
2020-09-10,Greenwood Court,Stratford,45.0,<5
2020-09-10,Hallowell House,Picton,97.0,0
2020-09-10,Hampton Terrace Care Centre,Burlington,101.0,0
2020-09-10,Harmony Hills Care Community,East York,160.0,0
2020-09-10,Harold and Grace Baker Centre,Toronto,120.0,16
2020-09-10,Hastings Manor Home for the Aged,Belleville,253.0,<5
2020-09-10,Hawthorn Woods Care Community,Brampton,160.0,0
2020-09-10,Hawthorne Place Care Centre,North York,269.0,51
2020-09-10,Helen Henderson Nursing Home,Amherstview,104.0,0
2020-09-10,Hellenic Care for Seniors (Toronto),Toronto,81.0,0
2020-09-10,Hellenic Home - Scarborough,Scarborough,128.0,15
2020-09-10,Henley Place,London,192.0,0
2020-09-10,Heritage Green Nursing Home,Stoney Creek,167.0,<5
2020-09-10,Heron Terrace Long Term Care Community,Windsor,140.0,25
2020-09-10,Hillsdale Estates,Oshawa,300.0,0
2020-09-10,Hillsdale Terraces,Oshawa,200.0,13
2020-09-10,Hillside Manor,Stratford,90.0,0
2020-09-10,Hogarth Riverview Manor,Thunder Bay,543.0,0
2020-09-10,Humber Valley Terrace,Etobicoke (Rexdale),158.0,36
2020-09-10,Idlewyld Manor,Hamilton,192.0,0
2020-09-10,Ina Grafton Gage Home,Scarborough,128.0,31
2020-09-10,IOOF Seniors Home,Barrie,182.0,0
2020-09-10,Isabel and Arthur Meighen Manor,Toronto,168.0,48
2020-09-10,Ivan Franko Home (Etobicoke),Toronto,85.0,0
2020-09-10,Kennedy Lodge,Scarborough,289.0,0
2020-09-10,Kensington Village,London,78.0,7
2020-09-10,Kilean Lodge,Grimsby,50.0,0
2020-09-10,Kipling Acres,Etobicoke,337.0,16
2020-09-10,Kristus Darzs Latvian Home,Woodbridge,100.0,11
2020-09-10,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0
2020-09-10,Lakeshore Lodge,Etobicoke,150.0,12
2020-09-10,Lambton Meadowview Villa,Petrolia,125.0,0
2020-09-10,Lanark Heights Long Term Care Centre,Kitchener,160.0,0
2020-09-10,Lanark Lodge,Perth,163.0,0
2020-09-10,Leamington Mennonite Home Long Term Care Residence,Leamington,84.0,0
2020-09-10,Linhaven,St. Catharines,248.0,0
2020-09-10,Macassa  Lodge,Hamilton,270.0,0
2020-09-10,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0
2020-09-10,MacKenzie Place,Newmarket,93.0,15
2020-09-10,Madonna Care Community,Orleans,160.0,46
2020-09-10,Main Street Terrace,Toronto,150.0,0
2020-09-10,Maitland Manor,Goderich,91.0,0
2020-09-10,Malton Village Long Term Care Centre,Mississauga,160.0,0
2020-09-10,Manitoulin Lodge,Gore Bay,62.0,0
2020-09-10,Manoir Marochel,Ottawa,64.0,9
2020-09-10,Maple Grove Care Community,Brampton,160.0,<5
2020-09-10,Maple View,Owen Sound,29.0,0
2020-09-10,Maple View Lodge,Athens,60.0,0
2020-09-10,Maplewood,Brighton,49.0,0
2020-09-10,Markhaven,Markham,96.0,17
2020-09-10,Marshall Gowland Manor,Sarnia,126.0,0
2020-09-10,Maxville Manor,Maxville,122.0,0
2020-09-10,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0
2020-09-10,Meadow Park (London),London,126.0,<5
2020-09-10,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0
2020-09-10,Midland Gardens Care Community,Scarborough,299.0,42
2020-09-10,Mill Creek Care Centre,Barrie,160.0,0
2020-09-10,Millennium Trail Manor,Niagara Falls,160.0,0
2020-09-10,Miramichi Lodge,Pembroke,166.0,0
2020-09-10,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-09-10,Mon Sheong Home for the Aged,Toronto,105.0,33
2020-09-10,Mon Sheong Scarborough Long Term Care Centre,Scarborough,160.0,0
2020-09-10,Montfort,Ottawa,128.0,30
2020-09-10,Mount Hope Centre for Long Term Care,London,394.0,0
2020-09-10,Nisbet Lodge,Toronto,103.0,8
2020-09-10,North Park Nursing Home,North York,75.0,0
2020-09-10,Northview Nursing Home,Englehart,48.0,0
2020-09-10,Norview Lodge,Simcoe,179.0,0
2020-09-10,Norwood Nursing Home,Toronto,60.0,0
2020-09-10,Orchard Villa,Pickering,233.0,70
2020-09-10,Owen Hill Care Community,Barrie,57.0,12
2020-09-10,Parkview Manor Health Care Centre,Chesley,34.0,0
2020-09-10,Parkwood Mennonite Home,Waterloo,96.0,0
2020-09-10,Peel Manor,Brampton,177.0,<5
2020-09-10,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0
2020-09-10,peopleCare Oakcrossing London,London,160.0,0
2020-09-10,Peter D. Clark Centre,Ottawa,216.0,8
2020-09-10,Pinecrest (Plantagenet),Plantagenet,60.0,11
2020-09-10,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65.0,29
2020-09-10,Pinehaven Nursing Home,Waterloo,84.0,0
2020-09-10,Pioneer Manor,Sudbury,433.0,0
2020-09-10,Post Inn Village,Oakville,228.0,0
2020-09-10,Providence Healthcare,Scarborough,288.0,<5
2020-09-10,Providence Manor,Kingston,243.0,0
2020-09-10,R. H. Lawson Eventide Home,Niagara Falls,101.0,0
2020-09-10,ReachView Village,Uxbridge,100.0,17
2020-09-10,Regency Park Long Term Care Home,Windsor,72.0,0
2020-09-10,Regina Gardens,Hamilton,128.0,0
2020-09-10,Residence Saint-Louis,Ottawa,198.0,9
2020-09-10,River Glen Haven Nursing Home,Sutton West,119.0,36
2020-09-10,Riverside Place,Windsor,96.0,0
2020-09-10,Riverview Gardens,Chatham,320.0,0
2020-09-10,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-09-10,Rockcliffe Care Community,Scarborough,204.0,0
2020-09-10,Rosebridge Manor,Jasper,78.0,0
2020-09-10,Royal Rose Place,Welland,96.0,20
2020-09-10,Royal Terrace,Palmerston,67.0,0
2020-09-10,Saint Luke's Place,Cambridge,114.0,0
2020-09-10,Secord Trails Care Community,Ingersoll,80.0,0
2020-09-10,Seven Oaks,Scarborough,249.0,41
2020-09-10,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-09-10,Shelburne Long Term Care Home,Shelburne,60.0,18
2020-09-10,Shepherd Lodge,Toronto,252.0,0
2020-09-10,Sherbourne Place,Toronto,126.0,19
2020-09-10,Sheridan Villa,Mississauga,142.0,<5
2020-09-10,Sherwood Court Long Term Care Centre,Maple,96.0,0
2020-09-10,Silverthorn Care Community,Mississauga,160.0,0
2020-09-10,Simcoe Manor Home for the Aged,Beeton,126.0,0
2020-09-10,South Centennial Manor,Iroquois Falls,69.0,0
2020-09-10,Southlake Residential Care Village,Newmarket,224.0,0
2020-09-10,Spencer House,Orillia,160.0,0
2020-09-10,Sprucedale Care Centre,Strathroy,96.0,0
2020-09-10,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-09-10,St. Clair O'Connor Community Nursing Home,East York,25.0,8
2020-09-10,St. Gabriel's Villa of Sudbury,Chelmsford,128.0,0
2020-09-10,St. George Care Community,Toronto,238.0,0
2020-09-10,St. Joseph's at Fleming,Peterborough,200.0,<5
2020-09-10,St. Joseph's Continuing Care Centre,Cornwall,150.0,0
2020-09-10,St. Joseph's Lifecare Centre,Brantford,205.0,0
2020-09-10,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-09-10,"St. Joseph's Villa, Sudbury",Sudbury,128.0,<5
2020-09-10,St. Patrick's Home,Ottawa,288.0,<5
2020-09-10,Stayner Care Centre,Stayner,49.0,0
2020-09-10,Stirling Heights,Cambridge,110.0,0
2020-09-10,Stoneridge Manor,Carleton Place,60.0,6
2020-09-10,Strathcona Long Term Care,Mount Forest,87.0,0
2020-09-10,Sumac Lodge,Sarnia,100.0,0
2020-09-10,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5
2020-09-10,Sunnycrest Nursing Home,Whitby,136.0,0
2020-09-10,Sunnyside Home,Kitchener,263.0,0
2020-09-10,Tall Pines Long Term Care Centre,Brampton,160.0,0
2020-09-10,Telfer Place,Paris,45.0,0
2020-09-10,Temiskaming Lodge,Haileybury,83.0,0
2020-09-10,The Elliott Long Term Care Residence,Guelph,85.0,0
2020-09-10,The Henley House,St. Catharines,160.0,0
2020-09-10,The Jewish Home for the Aged,North York,472.0,<5
2020-09-10,The Kensington Gardens,Toronto,350.0,8
2020-09-10,The Meadows of Dorchester,Niagara Falls,121.0,0
2020-09-10,The Norfolk Hospital Nursing Home,Simcoe,80.0,0
2020-09-10,The O'Neill Centre,Toronto,162.0,0
2020-09-10,The Village at St. Clair,Windsor,256.0,0
2020-09-10,The Village of Aspen Lake,Windsor,192.0,0
2020-09-10,The Village of Erin Meadows,Mississauga,180.0,20
2020-09-10,The Village of Humber Heights,Etobicoke,192.0,23
2020-09-10,The Village of Riverside Glen,Guelph,192.0,0
2020-09-10,The Village of Sandalwood Park,Brampton,120.0,0
2020-09-10,The Village of Taunton Mills,Whitby,120.0,0
2020-09-10,The Village of Wentworth Heights,Hamilton,120.0,0
2020-09-10,The Village of Winston Park,Kitchener,95.0,0
2020-09-10,The Wexford,Scarborough,166.0,0
2020-09-10,The Woodlands of Sunset,Welland,121.0,0
2020-09-10,Thompson House,North York,136.0,0
2020-09-10,Thorntonview,Oshawa,154.0,0
2020-09-10,Tony Stacey Centre for Veterans' Care,Toronto,100.0,0
2020-09-10,Trillium Court,Kincardine,40.0,0
2020-09-10,Trinity Village Care Centre,Kitchener,150.0,18
2020-09-10,True Davidson Acres,Toronto,187.0,<5
2020-09-10,Tufford Nursing Home,St. Catharines,64.0,0
2020-09-10,Tullamore Care Community,Brampton,159.0,0
2020-09-10,Twin Oaks of Maryhill,Maryhill,31.0,0
2020-09-10,Ukrainian Canadian Care Centre,Etobicoke,152.0,10
2020-09-10,Union Villa,Unionville,160.0,0
2020-09-10,Valleyview Residence,North York,174.0,<5
2020-09-10,Vermont Square,Toronto,130.0,0
2020-09-10,Villa Colombo Homes for the Aged,Toronto,391.0,33
2020-09-10,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,21
2020-09-10,Villa Leonardo Gambin,Woodbridge,168.0,12
2020-09-10,Villa Marconi,Ottawa,128.0,0
2020-09-10,Vision Nursing Home,Sarnia,146.0,10
2020-09-10,Waters Edge Care Community,North Bay,148.0,0
2020-09-10,Wellesley Central Place,Toronto,150.0,10
2020-09-10,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-09-10,Wentworth Lodge,Dundas,160.0,0
2020-09-10,Wesburn Manor,Etobicoke,192.0,<5
2020-09-10,West Oak Village,Oakville,133.0,0
2020-09-10,West Park Health Centre,St. Catharines,101.0,<5
2020-09-10,West Park Long Term Care Centre,Toronto,200.0,30
2020-09-10,Westmount Gardens Long Term Care Home,London,160.0,0
2020-09-10,Weston Terrace Care Community,Toronto,224.0,34
2020-09-10,Westside,Etobicoke,242.0,<5
2020-09-10,Wikwemikong Nursing Home,Wikwemikong,59.0,0
2020-09-10,Winbourne Park,Ajax,110.0,0
2020-09-10,Woodbridge Vista Care Community,Woodbridge,224.0,31
2020-09-10,Woodhall Park Care Community,Brampton,147.0,0
2020-09-10,Woodland Villa,Long Sault,111.0,0
2020-09-10,Woods Park Care Centre,Barrie,123.0,0
2020-09-10,Wyndham Manor Long Term Care Centre,Oakville,128.0,0
2020-09-10,Yee Hong Centre - Markham,Markham,200.0,0
2020-09-10,Yee Hong Centre - Mississauga,Mississauga,200.0,0
2020-09-10,Yee Hong Centre - Scarborough Finch,Scarborough,250.0,0
2020-09-10,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-09-11,Afton Park Place Long Term Care Community,Sarnia,128.0,0
2020-09-11,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-09-11,Alexander Place,Waterdown,128.0,0
2020-09-11,Allendale,Milton,200.0,0
2020-09-11,Almonte Country Haven,Almonte,82.0,29
2020-09-11,Altamont Care Community,Scarborough,159.0,53
2020-09-11,Anson Place Care Centre,Hagersville,61.0,23
2020-09-11,Arbour Creek Long-Term Care Centre,Hamilton,129.0,0
2020-09-11,Avalon Retirement Centre,Orangeville,137.0,0
2020-09-11,Banwell Gardens Care Centre,Tecumseh,142.0,0
2020-09-11,Bay Ridges,Pickering,124.0,0
2020-09-11,Belmont House,Toronto,140.0,0
2020-09-11,Belmont Long Term Care Facility,Belleville,128.0,0
2020-09-11,Belvedere Heights,Parry Sound,101.0,0
2020-09-11,Bendale Acres,Scarborough,302.0,0
2020-09-11,Bennett Health Care Centre,Georgetown,66.0,0
2020-09-11,Berkshire Care Centre,Windsor,231.0,0
2020-09-11,Bethany Lodge,Markham,128.0,<5
2020-09-11,Billings Court Manor,Burlington,160.0,<5
2020-09-11,Blackadar Continuing Care Centre,Dundas,80.0,0
2020-09-11,Bloomington Cove Care Community,Stouffville,113.0,0
2020-09-11,Blue Water Rest Home,Zurich,65.0,0
2020-09-11,Bonnechere Manor,Renfrew,180.0,0
2020-09-11,Bradford Valley Care Community,Bradford,246.0,12
2020-09-11,Braemar Retirement Centre,Wingham,69.0,0
2020-09-11,Brierwood Gardens,Brantford,79.0,0
2020-09-11,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144.0,0
2020-09-11,Burton Manor,Brampton,128.0,12
2020-09-11,CAMA Woodlands Nursing Home,Burlington,134.0,0
2020-09-11,Camilla Care Community,Mississauga,236.0,68
2020-09-11,Carefree Lodge,North York,127.0,0
2020-09-11,Caressant Care Courtland,Courtland,55.0,0
2020-09-11,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-09-11,Caressant Care Lindsay Nursing Home,Lindsay,124.0,0
2020-09-11,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-09-11,Carleton Lodge,Nepean,161.0,0
2020-09-11,Carlingview Manor,Ottawa,303.0,61
2020-09-11,Case Manor Care Community,Bobcaygeon,96.0,0
2020-09-11,Cassellholme,North Bay,240.0,0
2020-09-11,Castleview Wychwood Towers,Toronto,456.0,<5
2020-09-11,Cawthra Gardens,Mississauga,192.0,0
2020-09-11,Cedarvale Terrace,Toronto,218.0,0
2020-09-11,Cedarwood Village,Simcoe,90.0,0
2020-09-11,Centre d'Accueil Champlain,Vanier,160.0,0
2020-09-11,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-09-11,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,32
2020-09-11,Chartwell Brant Centre Long Term Care Residence,Burlington,175.0,0
2020-09-11,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-09-11,Chartwell Gibson Long Term Care Residence,North York,202.0,9
2020-09-11,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0
2020-09-11,Chartwell Royal Oak Long Term Care Residence,Kingsville,160.0,0
2020-09-11,Chartwell Trilogy Long Term Care Residence,Scarborough,197.0,0
2020-09-11,Chartwell Waterford Long Term Care Residence,Oakville,168.0,0
2020-09-11,Chartwell Wenleigh Long Term Care Residence,Mississauga,161.0,0
2020-09-11,Chartwell Westbury Long Term Care Residence,Etobicoke,187.0,22
2020-09-11,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,0
2020-09-11,Chartwell White Eagle Long Term Care Residence,Toronto,56.0,12
2020-09-11,Chartwell Woodhaven Long Term Care Residence,Markham,192.0,0
2020-09-11,Chartwell Wynfield Long Term Care Residence,Oshawa,172.0,0
2020-09-11,Chelsey Park,London,247.0,0
2020-09-11,Chester Village,Toronto,203.0,0
2020-09-11,Collingwood Nursing Home,Collingwood,64.0,0
2020-09-11,Columbia Forest,Waterloo,156.0,0
2020-09-11,Cooksville Care Centre,Mississauga,192.0,21
2020-09-11,Copernicus Lodge,Toronto,228.0,0
2020-09-11,Country Terrace,Komoka,120.0,0
2020-09-11,Country Village Homes - Woodslee,Woodslee,104.0,18
2020-09-11,Craiglee Nursing Home,Scarborough,169.0,<5
2020-09-11,Creedan Valley Care Community,Creemore,95.0,0
2020-09-11,Creek Way Village,Burlington,144.0,0
2020-09-11,Crescent Park Lodge,Fort Erie,68.0,0
2020-09-11,Cummer Lodge,North York,391.0,<5
2020-09-11,Deerwood Creek Care Community,Etobicoke,160.0,0
2020-09-11,Delhi Long Term Care Centre,Delhi,60.0,0
2020-09-11,Dom Lipa,Etobicoke,66.0,0
2020-09-11,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-09-11,Downsview Long Term Care Centre,North York,252.0,64
2020-09-11,Dufferin Oaks,Shelburne,160.0,0
2020-09-11,Dundurn Place Care Centre,Hamilton,201.0,<5
2020-09-11,Eagle Terrace,Newmarket,70.0,<5
2020-09-11,Earls Court Village,London,128.0,0
2020-09-11,Eastholme Home for the Aged,Powassan,128.0,0
2020-09-11,Eatonville Care Centre,Etobicoke,247.0,42
2020-09-11,Ehatare Nursing Home,Scarborough,32.0,0
2020-09-11,Elgin Abbey Nursing Home,Chesley,27.0,0
2020-09-11,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,15
2020-09-11,Elizabeth Centre,Val Caron,128.0,0
2020-09-11,Elm Grove Living Centre,Toronto,126.0,18
2020-09-11,Elmwood Place,London,90.0,0
2020-09-11,Erin Mills Lodge Nursing Home,Mississauga,86.0,17
2020-09-11,Exeter Villa,Exeter,47.0,0
2020-09-11,Extendicare Bayview,North York,205.0,12
2020-09-11,Extendicare Brampton,Brampton,150.0,<5
2020-09-11,Extendicare Falconbridge,Sudbury,234.0,0
2020-09-11,Extendicare Guildwood,Scarborough,169.0,48
2020-09-11,Extendicare Halton Hills,Georgetown,130.0,0
2020-09-11,Extendicare Hamilton,Hamilton,160.0,0
2020-09-11,Extendicare Lakefield,Lakefield,100.0,0
2020-09-11,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256.0,0
2020-09-11,Extendicare Medex,Ottawa,193.0,0
2020-09-11,Extendicare Oshawa,Oshawa,175.0,0
2020-09-11,Extendicare Rouge Valley,Toronto,192.0,0
2020-09-11,Extendicare Scarborough,Scarborough,154.0,14
2020-09-11,Extendicare Southwood Lakes,Windsor,150.0,0
2020-09-11,Extendicare Starwood,Nepean,192.0,0
2020-09-11,Extendicare Tecumseh,Tecumseh,128.0,0
2020-09-11,Extendicare Timmins,Timmins,180.0,0
2020-09-11,Extendicare York,Sudbury,288.0,0
2020-09-11,Fairview Lodge,Whitby,198.0,0
2020-09-11,Fairview Nursing Home,Toronto,108.0,0
2020-09-11,Faith Manor Nursing Home,Brampton,120.0,<5
2020-09-11,Fenelon Court,Fenelon Falls,67.0,0
2020-09-11,Finlandia Hoivakoti Nursing Home,Sudbury,112.0,0
2020-09-11,Forest Heights,Kitchener,240.0,51
2020-09-11,Fountain View Care Community,East York,158.0,0
2020-09-11,Foyer Des Pionniers,Hearst,67.0,0
2020-09-11,Foyer St-Viateur Nursing Home,Limoges,57.0,0
2020-09-11,Franklin Gardens Long Term Care Home,Leamington,120.0,0
2020-09-11,Fudger House,Toronto,250.0,0
2020-09-11,Garden City Manor,St. Catharines,200.0,<5
2020-09-11,Garden Court Nursing Home,Etobicoke,45.0,10
2020-09-11,Garden Terrace,Kanata,160.0,0
2020-09-11,Gardenview Long Term Care Home,Townsend,64.0,0
2020-09-11,Garry J. Armstrong Home,Ottawa,180.0,0
2020-09-11,Glebe Centre,Ottawa,254.0,0
2020-09-11,Glen Hill Strathaven,Bowmanville,210.0,0
2020-09-11,Golden Dawn Nursing Home,Lion's Head,45.0,0
2020-09-11,Golden Manor,Timmins,177.0,0
2020-09-11,Golden Years Nursing Home,Cambridge,88.0,<5
2020-09-11,Grace Manor,Brampton,120.0,12
2020-09-11,Grace Villa Nursing Home,Hamilton,184.0,0
2020-09-11,Greenwood Court,Stratford,45.0,<5
2020-09-11,Hallowell House,Picton,97.0,0
2020-09-11,Hampton Terrace Care Centre,Burlington,101.0,0
2020-09-11,Harmony Hills Care Community,East York,160.0,0
2020-09-11,Harold and Grace Baker Centre,Toronto,120.0,16
2020-09-11,Hastings Manor Home for the Aged,Belleville,253.0,<5
2020-09-11,Hawthorn Woods Care Community,Brampton,160.0,0
2020-09-11,Hawthorne Place Care Centre,North York,269.0,51
2020-09-11,Helen Henderson Nursing Home,Amherstview,104.0,0
2020-09-11,Hellenic Care for Seniors (Toronto),Toronto,81.0,0
2020-09-11,Hellenic Home - Scarborough,Scarborough,128.0,15
2020-09-11,Henley Place,London,192.0,0
2020-09-11,Heritage Green Nursing Home,Stoney Creek,167.0,<5
2020-09-11,Heron Terrace Long Term Care Community,Windsor,140.0,25
2020-09-11,Hillsdale Estates,Oshawa,300.0,0
2020-09-11,Hillsdale Terraces,Oshawa,200.0,13
2020-09-11,Hillside Manor,Stratford,90.0,0
2020-09-11,Hogarth Riverview Manor,Thunder Bay,543.0,0
2020-09-11,Humber Valley Terrace,Etobicoke (Rexdale),158.0,36
2020-09-11,Idlewyld Manor,Hamilton,192.0,0
2020-09-11,Ina Grafton Gage Home,Scarborough,128.0,31
2020-09-11,IOOF Seniors Home,Barrie,182.0,0
2020-09-11,Isabel and Arthur Meighen Manor,Toronto,168.0,48
2020-09-11,Ivan Franko Home (Etobicoke),Toronto,85.0,0
2020-09-11,Kennedy Lodge,Scarborough,289.0,0
2020-09-11,Kensington Village,London,78.0,7
2020-09-11,Kilean Lodge,Grimsby,50.0,0
2020-09-11,Kipling Acres,Etobicoke,337.0,16
2020-09-11,Kristus Darzs Latvian Home,Woodbridge,100.0,11
2020-09-11,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0
2020-09-11,Lakeshore Lodge,Etobicoke,150.0,12
2020-09-11,Lambton Meadowview Villa,Petrolia,125.0,0
2020-09-11,Lanark Heights Long Term Care Centre,Kitchener,160.0,0
2020-09-11,Lanark Lodge,Perth,163.0,0
2020-09-11,Leamington Mennonite Home Long Term Care Residence,Leamington,84.0,0
2020-09-11,Linhaven,St. Catharines,248.0,0
2020-09-11,Macassa  Lodge,Hamilton,270.0,0
2020-09-11,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0
2020-09-11,MacKenzie Place,Newmarket,93.0,15
2020-09-11,Madonna Care Community,Orleans,160.0,46
2020-09-11,Main Street Terrace,Toronto,150.0,0
2020-09-11,Maitland Manor,Goderich,91.0,0
2020-09-11,Malton Village Long Term Care Centre,Mississauga,160.0,0
2020-09-11,Manitoulin Lodge,Gore Bay,62.0,0
2020-09-11,Manoir Marochel,Ottawa,64.0,9
2020-09-11,Maple Grove Care Community,Brampton,160.0,<5
2020-09-11,Maple View,Owen Sound,29.0,0
2020-09-11,Maple View Lodge,Athens,60.0,0
2020-09-11,Maplewood,Brighton,49.0,0
2020-09-11,Markhaven,Markham,96.0,17
2020-09-11,Marshall Gowland Manor,Sarnia,126.0,0
2020-09-11,Maxville Manor,Maxville,122.0,0
2020-09-11,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0
2020-09-11,Meadow Park (London),London,126.0,<5
2020-09-11,Mennonite Brethren Senior Citizens Home,St. Catharines,128.0,0
2020-09-11,Midland Gardens Care Community,Scarborough,299.0,42
2020-09-11,Mill Creek Care Centre,Barrie,160.0,0
2020-09-11,Millennium Trail Manor,Niagara Falls,160.0,0
2020-09-11,Miramichi Lodge,Pembroke,166.0,0
2020-09-11,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-09-11,Mon Sheong Home for the Aged,Toronto,105.0,33
2020-09-11,Mon Sheong Scarborough Long Term Care Centre,Scarborough,160.0,0
2020-09-11,Montfort,Ottawa,128.0,30
2020-09-11,Mount Hope Centre for Long Term Care,London,394.0,0
2020-09-11,Nisbet Lodge,Toronto,103.0,8
2020-09-11,North Park Nursing Home,North York,75.0,0
2020-09-11,Northview Nursing Home,Englehart,48.0,0
2020-09-11,Norview Lodge,Simcoe,179.0,0
2020-09-11,Norwood Nursing Home,Toronto,60.0,0
2020-09-11,Orchard Villa,Pickering,233.0,70
2020-09-11,Owen Hill Care Community,Barrie,57.0,12
2020-09-11,Parkview Manor Health Care Centre,Chesley,34.0,0
2020-09-11,Parkwood Mennonite Home,Waterloo,96.0,0
2020-09-11,Peel Manor,Brampton,177.0,<5
2020-09-11,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,9
2020-09-11,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0
2020-09-11,peopleCare Oakcrossing London,London,160.0,0
2020-09-11,Peter D. Clark Centre,Ottawa,216.0,8
2020-09-11,Pinecrest (Plantagenet),Plantagenet,60.0,11
2020-09-11,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65.0,29
2020-09-11,Pinehaven Nursing Home,Waterloo,84.0,0
2020-09-11,Pioneer Manor,Sudbury,433.0,0
2020-09-11,Post Inn Village,Oakville,228.0,0
2020-09-11,Providence Healthcare,Scarborough,288.0,<5
