province,health_region,date_report,cases,cumulative_cases,deaths,cumulative_deaths,numtotal_last14,numdeaths_last14
Ontario,Ottawa,21-10-2020,60.0,6226.0,4.0,308.0,1256.0,13.0
Quebec,Lanaudière,21-10-2020,82.0,6363.0,0.0,225.0,752.0,2.0
Repatriated,Repatriated,21-10-2020,0.0,13.0,0.0,0.0,0.0,0.0
Ontario,Northwestern,21-10-2020,0.0,69.0,0.0,0.0,3.0,0.0
Ontario,Peel,21-10-2020,158.0,12508.0,0.0,333.0,2069.0,3.0
Manitoba,Prairie Mountain,21-10-2020,0.0,567.0,0.0,3.0,39.0,0.0
Ontario,Timiskaming,21-10-2020,0.0,17.0,0.0,0.0,0.0,0.0
Ontario,Brant,21-10-2020,1.0,225.0,0.0,5.0,27.0,0.0
Nova Scotia,Zone 2 - Northern,21-10-2020,0.0,68.0,0.0,1.0,0.0,0.0
Ontario,Windsor-Essex,21-10-2020,0.0,2773.0,0.0,76.0,85.0,0.0
Ontario,Durham,21-10-2020,21.0,2664.0,0.0,182.0,388.0,1.0
Ontario,North Bay Parry Sound,21-10-2020,1.0,45.0,0.0,1.0,7.0,0.0
Quebec,Capitale-Nationale,21-10-2020,190.0,7697.0,8.0,268.0,2305.0,36.0
NL,Labrador-Grenfell,21-10-2020,0.0,7.0,0.0,0.0,0.0,0.0
Manitoba,Southern Health,21-10-2020,12.0,487.0,0.0,13.0,132.0,2.0
Ontario,Toronto,21-10-2020,331.0,25278.0,1.0,1338.0,3963.0,30.0
Quebec,Nord-du-Québec,21-10-2020,0.0,9.0,0.0,0.0,0.0,0.0
BC,Interior,21-10-2020,8.0,637.0,0.0,2.0,77.0,0.0
Alberta,Not Reported,21-10-2020,1.0,54.0,0.0,0.0,11.0,0.0
BC,Not Reported,21-10-2020,0.0,88.0,0.0,0.0,0.0,0.0
Manitoba,Not Reported,21-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
PEI,Prince Edward Island,21-10-2020,0.0,64.0,0.0,0.0,3.0,0.0
New Brunswick,Zone 1 (Moncton area),21-10-2020,0.0,93.0,0.0,1.0,26.0,1.0
Ontario,Kingston Frontenac Lennox & Addington,21-10-2020,2.0,174.0,0.0,0.0,18.0,0.0
Ontario,Thunder Bay,21-10-2020,0.0,109.0,0.0,1.0,2.0,0.0
NL,Eastern,21-10-2020,0.0,252.0,0.0,3.0,2.0,0.0
Ontario,Eastern,21-10-2020,10.0,457.0,0.0,14.0,147.0,2.0
Ontario,Grey Bruce,21-10-2020,0.0,164.0,0.0,0.0,14.0,0.0
Quebec,Bas-Saint-Laurent,21-10-2020,1.0,416.0,0.0,7.0,40.0,2.0
Ontario,Leeds Grenville and Lanark,21-10-2020,3.0,424.0,0.0,52.0,23.0,0.0
Manitoba,Interlake-Eastern,21-10-2020,17.0,294.0,0.0,2.0,103.0,0.0
BC,Island,21-10-2020,0.0,245.0,0.0,6.0,22.0,0.0
Ontario,Sudbury,21-10-2020,0.0,113.0,0.0,2.0,4.0,0.0
Ontario,Porcupine,21-10-2020,0.0,91.0,0.0,9.0,6.0,0.0
Ontario,Southwestern,21-10-2020,0.0,298.0,0.0,5.0,25.0,0.0
New Brunswick,Zone 2 (Saint John area),21-10-2020,0.0,32.0,0.0,0.0,2.0,0.0
Saskatchewan,Central,21-10-2020,9.0,324.0,0.0,2.0,63.0,0.0
Quebec,Terres-Cries-de-la-Baie-James,21-10-2020,0.0,14.0,0.0,1.0,0.0,0.0
Quebec,Mauricie,21-10-2020,68.0,3705.0,1.0,219.0,976.0,8.0
Manitoba,Northern,21-10-2020,4.0,60.0,0.0,0.0,42.0,0.0
BC,Northern,21-10-2020,4.0,361.0,0.0,3.0,36.0,1.0
New Brunswick,Zone 4 (Edmundston area),21-10-2020,0.0,8.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,21-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,21-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Haliburton Kawartha Pineridge,21-10-2020,0.0,248.0,0.0,33.0,2.0,0.0
Ontario,Not Reported,21-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Estrie,21-10-2020,30.0,2405.0,1.0,34.0,480.0,2.0
Alberta,North,21-10-2020,7.0,1712.0,0.0,35.0,222.0,0.0
New Brunswick,Zone 5 (Campbellton area),21-10-2020,6.0,120.0,1.0,3.0,67.0,1.0
Saskatchewan,North,21-10-2020,22.0,423.0,0.0,6.0,160.0,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,21-10-2020,26.0,735.0,0.0,22.0,237.0,5.0
Nova Scotia,Not Reported,21-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Lambton,21-10-2020,0.0,365.0,0.0,25.0,18.0,0.0
Ontario,York,21-10-2020,101.0,5816.0,2.0,267.0,1162.0,10.0
Manitoba,Winnipeg,21-10-2020,102.0,2218.0,1.0,25.0,1033.0,14.0
NL,Western,21-10-2020,0.0,11.0,0.0,1.0,5.0,0.0
Nova Scotia,Zone 4 - Central,21-10-2020,0.0,919.0,0.0,58.0,8.0,0.0
Ontario,Huron Perth,21-10-2020,0.0,141.0,0.0,5.0,6.0,0.0
Quebec,Côte-Nord,21-10-2020,1.0,168.0,0.0,1.0,10.0,0.0
Ontario,Middlesex-London,21-10-2020,9.0,1060.0,1.0,59.0,138.0,2.0
Ontario,Chatham-Kent,21-10-2020,5.0,383.0,0.0,3.0,12.0,0.0
Ontario,Peterborough,21-10-2020,4.0,141.0,0.0,2.0,11.0,0.0
Saskatchewan,Regina,21-10-2020,11.0,284.0,0.0,2.0,83.0,1.0
Alberta,Edmonton,21-10-2020,185.0,8068.0,2.0,91.0,2094.0,8.0
Quebec,Laval,21-10-2020,48.0,8754.0,0.0,706.0,911.0,15.0
Ontario,Hastings Prince Edward,21-10-2020,0.0,70.0,0.0,5.0,10.0,0.0
Quebec,Not Reported,21-10-2020,0.0,67.0,0.0,0.0,18.0,0.0
Saskatchewan,South,21-10-2020,0.0,477.0,0.0,6.0,15.0,0.0
Saskatchewan,Not Reported,21-10-2020,0.0,1.0,0.0,0.0,1.0,0.0
Alberta,South,21-10-2020,20.0,2139.0,0.0,27.0,239.0,1.0
BC,Vancouver Coastal,21-10-2020,41.0,4212.0,1.0,126.0,568.0,8.0
Ontario,Haldimand-Norfolk,21-10-2020,3.0,508.0,0.0,32.0,13.0,0.0
Saskatchewan,Central,22-10-2020,2.0,326.0,0.0,2.0,63.0,0.0
Ontario,Peel,22-10-2020,198.0,12706.0,1.0,334.0,2128.0,4.0
NL,Central,22-10-2020,1.0,18.0,0.0,0.0,4.0,0.0
Alberta,Central,22-10-2020,9.0,872.0,0.0,8.0,166.0,1.0
Ontario,Chatham-Kent,22-10-2020,2.0,385.0,0.0,3.0,14.0,0.0
Ontario,Leeds Grenville and Lanark,22-10-2020,2.0,426.0,0.0,52.0,24.0,0.0
Ontario,Porcupine,22-10-2020,1.0,92.0,0.0,9.0,7.0,0.0
Ontario,Algoma,22-10-2020,1.0,41.0,0.0,0.0,4.0,0.0
Nova Scotia,Zone 4 - Central,22-10-2020,0.0,919.0,0.0,58.0,8.0,0.0
Saskatchewan,Regina,22-10-2020,4.0,288.0,0.0,2.0,86.0,1.0
Ontario,Ottawa,22-10-2020,70.0,6296.0,1.0,309.0,1143.0,13.0
Quebec,Outaouais,22-10-2020,32.0,2163.0,0.0,35.0,502.0,1.0
Quebec,Mauricie,22-10-2020,51.0,3756.0,0.0,219.0,967.0,7.0
Ontario,Haldimand-Norfolk,22-10-2020,0.0,508.0,0.0,32.0,13.0,0.0
NL,Western,22-10-2020,0.0,11.0,0.0,1.0,5.0,0.0
Quebec,Laval,22-10-2020,65.0,8819.0,0.0,706.0,889.0,15.0
PEI,Prince Edward Island,22-10-2020,0.0,64.0,0.0,0.0,3.0,0.0
Quebec,Montréal,22-10-2020,295.0,40233.0,0.0,3514.0,3735.0,23.0
Canada,Canada,22-10-2020,2838.0,211664.0,33.0,9907.0,33730.0,308.0
Ontario,Windsor-Essex,22-10-2020,7.0,2780.0,0.0,76.0,91.0,0.0
New Brunswick,Zone 6 (Bathurst area),22-10-2020,0.0,3.0,0.0,0.0,0.0,0.0
Ontario,Brant,22-10-2020,0.0,225.0,0.0,5.0,25.0,0.0
Manitoba,Prairie Mountain,22-10-2020,17.0,584.0,0.0,3.0,55.0,0.0
New Brunswick,Zone 3 (Fredericton area),22-10-2020,0.0,60.0,0.0,0.0,1.0,0.0
New Brunswick,Zone 1 (Moncton area),22-10-2020,0.0,93.0,0.0,1.0,26.0,1.0
Quebec,Gaspésie-Îles-de-la-Madeleine,22-10-2020,24.0,759.0,0.0,22.0,241.0,5.0
Ontario,Middlesex-London,22-10-2020,11.0,1071.0,0.0,59.0,139.0,2.0
Ontario,Peterborough,22-10-2020,0.0,141.0,0.0,2.0,10.0,0.0
Quebec,Lanaudière,22-10-2020,79.0,6442.0,0.0,225.0,801.0,2.0
Ontario,Renfrew,22-10-2020,0.0,78.0,0.0,1.0,19.0,0.0
Ontario,Haliburton Kawartha Pineridge,22-10-2020,0.0,248.0,0.0,33.0,2.0,0.0
Ontario,Thunder Bay,22-10-2020,0.0,109.0,0.0,1.0,2.0,0.0
Saskatchewan,North,22-10-2020,20.0,443.0,0.0,6.0,177.0,0.0
Alberta,North,22-10-2020,28.0,1740.0,0.0,35.0,234.0,0.0
Quebec,Estrie,22-10-2020,33.0,2438.0,0.0,34.0,488.0,2.0
Ontario,Kingston Frontenac Lennox & Addington,22-10-2020,0.0,174.0,0.0,0.0,16.0,0.0
New Brunswick,Zone 4 (Edmundston area),22-10-2020,0.0,8.0,0.0,0.0,0.0,0.0
Ontario,York,22-10-2020,79.0,5895.0,0.0,267.0,1158.0,10.0
BC,Northern,22-10-2020,4.0,365.0,0.0,3.0,34.0,1.0
Ontario,Lambton,22-10-2020,0.0,365.0,0.0,25.0,18.0,0.0
Manitoba,Northern,22-10-2020,10.0,70.0,0.0,0.0,52.0,0.0
Saskatchewan,South,22-10-2020,4.0,481.0,0.0,6.0,18.0,0.0
Alberta,South,22-10-2020,15.0,2154.0,0.0,27.0,241.0,1.0
Ontario,Hastings Prince Edward,22-10-2020,3.0,73.0,0.0,5.0,13.0,0.0
BC,Vancouver Coastal,22-10-2020,46.0,4258.0,0.0,126.0,565.0,7.0
Ontario,North Bay Parry Sound,22-10-2020,0.0,45.0,0.0,1.0,6.0,0.0
New Brunswick,Zone 5 (Campbellton area),22-10-2020,3.0,123.0,0.0,3.0,69.0,1.0
Saskatchewan,Not Reported,22-10-2020,2.0,3.0,0.0,0.0,3.0,0.0
Quebec,Not Reported,22-10-2020,0.0,67.0,0.0,0.0,18.0,0.0
Ontario,Not Reported,22-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Labrador-Grenfell,22-10-2020,0.0,7.0,0.0,0.0,0.0,0.0
Manitoba,Southern Health,22-10-2020,37.0,524.0,0.0,13.0,163.0,2.0
Ontario,Toronto,22-10-2020,340.0,25618.0,6.0,1344.0,4032.0,36.0
BC,Interior,22-10-2020,11.0,648.0,0.0,2.0,87.0,0.0
Nova Scotia,Zone 2 - Northern,22-10-2020,0.0,68.0,0.0,1.0,0.0,0.0
Alberta,Not Reported,22-10-2020,0.0,54.0,0.0,0.0,7.0,0.0
BC,Not Reported,22-10-2020,0.0,88.0,0.0,0.0,0.0,0.0
Ontario,Timiskaming,22-10-2020,0.0,17.0,0.0,0.0,0.0,0.0
Manitoba,Not Reported,22-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,22-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,22-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Edmonton,22-10-2020,218.0,8286.0,0.0,91.0,2043.0,8.0
Quebec,Capitale-Nationale,22-10-2020,168.0,7865.0,7.0,275.0,2274.0,40.0
Quebec,Côte-Nord,22-10-2020,0.0,168.0,0.0,1.0,10.0,0.0
Ontario,Huron Perth,22-10-2020,0.0,141.0,0.0,5.0,5.0,0.0
Manitoba,Winnipeg,22-10-2020,77.0,2295.0,3.0,28.0,1053.0,17.0
Nova Scotia,Not Reported,22-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Terres-Cries-de-la-Baie-James,22-10-2020,0.0,14.0,0.0,1.0,0.0,0.0
Quebec,Nord-du-Québec,22-10-2020,0.0,9.0,0.0,0.0,0.0,0.0
Ontario,Durham,22-10-2020,44.0,2708.0,0.0,182.0,399.0,1.0
Ontario,Simcoe Muskoka,22-10-2020,8.0,1209.0,0.0,47.0,208.0,6.0
Nunavut,Nunavut,22-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Wellington Dufferin Guelph,22-10-2020,13.0,800.0,0.0,37.0,101.0,0.0
Quebec,Montérégie,22-10-2020,138.0,14224.0,9.0,674.0,2320.0,43.0
Ontario,Eastern,22-10-2020,19.0,476.0,0.0,14.0,160.0,2.0
Yukon,Yukon,22-10-2020,0.0,17.0,0.0,0.0,2.0,0.0
Quebec,Abitibi-Témiscamingue,22-10-2020,1.0,246.0,0.0,4.0,29.0,0.0
Manitoba,Interlake-Eastern,22-10-2020,6.0,300.0,1.0,3.0,106.0,1.0
Quebec,Nunavik,22-10-2020,0.0,28.0,0.0,0.0,6.0,0.0
Quebec,Laurentides,22-10-2020,37.0,5935.0,2.0,294.0,674.0,11.0
Ontario,Halton,22-10-2020,34.0,1813.0,0.0,30.0,459.0,3.0
Ontario,Grey Bruce,22-10-2020,1.0,165.0,0.0,0.0,15.0,0.0
New Brunswick,Zone 7 (Miramichi area),22-10-2020,0.0,3.0,0.0,0.0,0.0,0.0
Quebec,Bas-Saint-Laurent,22-10-2020,3.0,419.0,0.0,7.0,39.0,2.0
BC,Island,22-10-2020,4.0,249.0,0.0,6.0,25.0,0.0
NWT,NWT,22-10-2020,0.0,8.0,0.0,0.0,3.0,0.0
Alberta,Calgary,22-10-2020,157.0,10723.0,0.0,135.0,1420.0,4.0
Quebec,Chaudière-Appalaches,22-10-2020,88.0,2870.0,2.0,49.0,997.0,20.0
New Brunswick,Zone 2 (Saint John area),22-10-2020,0.0,32.0,0.0,0.0,1.0,0.0
Saskatchewan,Saskatoon,22-10-2020,21.0,600.0,0.0,2.0,140.0,0.0
Ontario,Northwestern,22-10-2020,1.0,70.0,0.0,0.0,4.0,0.0
Ontario,Southwestern,22-10-2020,2.0,300.0,0.0,5.0,27.0,0.0
Quebec,Saguenay,22-10-2020,19.0,866.0,0.0,34.0,339.0,8.0
Ontario,Hamilton,22-10-2020,31.0,1616.0,1.0,48.0,348.0,1.0
NL,Eastern,22-10-2020,0.0,252.0,0.0,3.0,2.0,0.0
BC,Fraser,22-10-2020,209.0,6723.0,0.0,119.0,1554.0,3.0
Saskatchewan,Far North,22-10-2020,9.0,417.0,0.0,7.0,59.0,0.0
Nova Scotia,Zone 3 - Eastern,22-10-2020,0.0,54.0,0.0,5.0,0.0,0.0
Ontario,Niagara,22-10-2020,10.0,1304.0,0.0,68.0,139.0,3.0
Ontario,Sudbury,22-10-2020,1.0,114.0,0.0,2.0,4.0,0.0
Nova Scotia,Zone 1 - Western,22-10-2020,0.0,56.0,0.0,1.0,0.0,0.0
Repatriated,Repatriated,22-10-2020,0.0,13.0,0.0,0.0,0.0,0.0
Ontario,Waterloo,22-10-2020,13.0,2034.0,0.0,120.0,193.0,0.0
Ontario,Windsor-Essex,23-10-2020,1.0,2781.0,0.0,76.0,71.0,0.0
Ontario,Timiskaming,23-10-2020,0.0,17.0,0.0,0.0,0.0,0.0
NL,Central,23-10-2020,0.0,18.0,0.0,0.0,4.0,0.0
NL,Eastern,23-10-2020,0.0,252.0,0.0,3.0,1.0,0.0
Ontario,Eastern,23-10-2020,46.0,522.0,0.0,14.0,193.0,2.0
Alberta,Central,23-10-2020,20.0,892.0,0.0,8.0,175.0,1.0
Ontario,Thunder Bay,23-10-2020,1.0,110.0,0.0,1.0,2.0,0.0
Manitoba,Southern Health,23-10-2020,18.0,542.0,0.0,13.0,174.0,2.0
Ontario,Sudbury,23-10-2020,4.0,118.0,0.0,2.0,8.0,0.0
Ontario,Southwestern,23-10-2020,2.0,302.0,0.0,5.0,29.0,0.0
Manitoba,Prairie Mountain,23-10-2020,1.0,585.0,0.0,3.0,55.0,0.0
Quebec,Terres-Cries-de-la-Baie-James,23-10-2020,0.0,14.0,0.0,1.0,0.0,0.0
Ontario,York,23-10-2020,117.0,6012.0,0.0,267.0,1196.0,10.0
PEI,Prince Edward Island,23-10-2020,0.0,64.0,0.0,0.0,3.0,0.0
Ontario,Renfrew,23-10-2020,5.0,83.0,0.0,1.0,23.0,0.0
Alberta,Calgary,23-10-2020,148.0,10871.0,1.0,136.0,1486.0,5.0
BC,Fraser,23-10-2020,137.0,6860.0,0.0,119.0,1610.0,3.0
Ontario,Wellington Dufferin Guelph,23-10-2020,9.0,809.0,0.0,37.0,96.0,0.0
Yukon,Yukon,23-10-2020,3.0,20.0,0.0,0.0,5.0,0.0
Quebec,Abitibi-Témiscamingue,23-10-2020,0.0,246.0,0.0,4.0,23.0,0.0
New Brunswick,Zone 7 (Miramichi area),23-10-2020,0.0,3.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 6 (Bathurst area),23-10-2020,0.0,3.0,0.0,0.0,0.0,0.0
Ontario,Waterloo,23-10-2020,9.0,2043.0,0.0,120.0,185.0,0.0
Repatriated,Repatriated,23-10-2020,0.0,13.0,0.0,0.0,0.0,0.0
Saskatchewan,Far North,23-10-2020,1.0,418.0,0.0,7.0,58.0,0.0
Quebec,Chaudière-Appalaches,23-10-2020,88.0,2958.0,0.0,49.0,1018.0,17.0
Quebec,Saguenay,23-10-2020,24.0,890.0,0.0,34.0,352.0,8.0
Saskatchewan,Saskatoon,23-10-2020,4.0,604.0,0.0,2.0,139.0,0.0
Ontario,Simcoe Muskoka,23-10-2020,22.0,1231.0,0.0,47.0,208.0,6.0
BC,Vancouver Coastal,23-10-2020,60.0,4318.0,0.0,126.0,591.0,7.0
Ontario,Chatham-Kent,23-10-2020,3.0,388.0,0.0,3.0,17.0,0.0
Alberta,South,23-10-2020,41.0,2195.0,0.0,27.0,269.0,1.0
Ontario,Algoma,23-10-2020,0.0,41.0,0.0,0.0,4.0,0.0
New Brunswick,Zone 5 (Campbellton area),23-10-2020,2.0,125.0,0.0,3.0,59.0,1.0
Saskatchewan,South,23-10-2020,4.0,485.0,0.0,6.0,20.0,0.0
Quebec,Estrie,23-10-2020,9.0,2447.0,0.0,34.0,459.0,2.0
Quebec,Gaspésie-Îles-de-la-Madeleine,23-10-2020,13.0,772.0,0.0,22.0,234.0,4.0
Saskatchewan,Regina,23-10-2020,9.0,297.0,0.0,2.0,93.0,1.0
Alberta,Edmonton,23-10-2020,188.0,8474.0,3.0,94.0,2077.0,11.0
NL,Western,23-10-2020,0.0,11.0,0.0,1.0,4.0,0.0
Quebec,Côte-Nord,23-10-2020,1.0,169.0,0.0,1.0,11.0,0.0
Manitoba,Winnipeg,23-10-2020,128.0,2423.0,1.0,29.0,1117.0,15.0
Ontario,Toronto,23-10-2020,295.0,25913.0,2.0,1346.0,3994.0,33.0
Ontario,Durham,23-10-2020,52.0,2760.0,0.0,182.0,432.0,1.0
Ontario,Grey Bruce,23-10-2020,4.0,169.0,0.0,0.0,17.0,0.0
Ontario,Peel,23-10-2020,173.0,12879.0,0.0,334.0,2153.0,4.0
Saskatchewan,Central,23-10-2020,3.0,329.0,0.0,2.0,59.0,0.0
Manitoba,Northern,23-10-2020,5.0,75.0,0.0,0.0,57.0,0.0
NWT,NWT,23-10-2020,1.0,9.0,0.0,0.0,4.0,0.0
Quebec,Outaouais,23-10-2020,25.0,2188.0,2.0,37.0,496.0,3.0
Ontario,Hamilton,23-10-2020,15.0,1631.0,0.0,48.0,335.0,1.0
Nova Scotia,Zone 4 - Central,23-10-2020,0.0,919.0,0.0,58.0,8.0,0.0
BC,Island,23-10-2020,1.0,250.0,0.0,6.0,24.0,0.0
Ontario,Niagara,23-10-2020,7.0,1311.0,0.0,68.0,137.0,3.0
Ontario,Northwestern,23-10-2020,0.0,70.0,0.0,0.0,3.0,0.0
Quebec,Bas-Saint-Laurent,23-10-2020,7.0,426.0,0.0,7.0,40.0,1.0
Manitoba,Interlake-Eastern,23-10-2020,10.0,310.0,0.0,3.0,104.0,1.0
Nova Scotia,Zone 3 - Eastern,23-10-2020,0.0,54.0,0.0,5.0,0.0,0.0
New Brunswick,Zone 3 (Fredericton area),23-10-2020,0.0,60.0,0.0,0.0,1.0,0.0
New Brunswick,Zone 2 (Saint John area),23-10-2020,0.0,32.0,0.0,0.0,1.0,0.0
New Brunswick,Zone 4 (Edmundston area),23-10-2020,0.0,8.0,0.0,0.0,0.0,0.0
Quebec,Laurentides,23-10-2020,32.0,5967.0,0.0,294.0,652.0,11.0
Quebec,Montréal,23-10-2020,237.0,40470.0,1.0,3515.0,3627.0,21.0
BC,Northern,23-10-2020,6.0,371.0,0.0,3.0,40.0,1.0
Ontario,Haliburton Kawartha Pineridge,23-10-2020,2.0,250.0,0.0,33.0,4.0,0.0
Quebec,Nunavik,23-10-2020,0.0,28.0,0.0,0.0,6.0,0.0
Ontario,Halton,23-10-2020,16.0,1829.0,0.0,30.0,419.0,3.0
NL,Labrador-Grenfell,23-10-2020,0.0,7.0,0.0,0.0,0.0,0.0
Saskatchewan,North,23-10-2020,12.0,455.0,0.0,6.0,185.0,0.0
Alberta,North,23-10-2020,35.0,1775.0,0.0,35.0,252.0,0.0
Ontario,Lambton,23-10-2020,1.0,366.0,0.0,25.0,19.0,0.0
Ontario,Ottawa,23-10-2020,88.0,6384.0,5.0,314.0,1105.0,18.0
Quebec,Capitale-Nationale,23-10-2020,117.0,7982.0,3.0,278.0,2247.0,37.0
Quebec,Nord-du-Québec,23-10-2020,0.0,9.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,23-10-2020,0.0,56.0,0.0,1.0,0.0,0.0
Canada,Canada,23-10-2020,2649.0,214313.0,24.0,9931.0,33848.0,303.0
Ontario,North Bay Parry Sound,23-10-2020,0.0,45.0,0.0,1.0,6.0,0.0
Quebec,Lanaudière,23-10-2020,87.0,6529.0,0.0,225.0,853.0,2.0
Ontario,Kingston Frontenac Lennox & Addington,23-10-2020,0.0,174.0,0.0,0.0,15.0,0.0
Nova Scotia,Zone 2 - Northern,23-10-2020,0.0,68.0,0.0,1.0,0.0,0.0
BC,Interior,23-10-2020,19.0,667.0,0.0,2.0,104.0,0.0
Quebec,Montérégie,23-10-2020,137.0,14361.0,3.0,677.0,2275.0,42.0
Nunavut,Nunavut,23-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Not Reported,23-10-2020,0.0,67.0,0.0,0.0,16.0,0.0
Ontario,Brant,23-10-2020,0.0,225.0,0.0,5.0,25.0,0.0
Ontario,Not Reported,23-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,23-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Mauricie,23-10-2020,77.0,3833.0,3.0,222.0,970.0,8.0
Ontario,Hastings Prince Edward,23-10-2020,0.0,73.0,0.0,5.0,12.0,0.0
New Brunswick,Zone 1 (Moncton area),23-10-2020,0.0,93.0,0.0,1.0,25.0,1.0
NL,Not Reported,23-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Porcupine,23-10-2020,1.0,93.0,0.0,9.0,8.0,0.0
Quebec,Laval,23-10-2020,51.0,8870.0,0.0,706.0,853.0,14.0
New Brunswick,Not Reported,23-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Not Reported,23-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Leeds Grenville and Lanark,23-10-2020,0.0,426.0,0.0,52.0,24.0,0.0
Ontario,Peterborough,23-10-2020,0.0,141.0,0.0,2.0,10.0,0.0
BC,Not Reported,23-10-2020,0.0,88.0,0.0,0.0,0.0,0.0
Ontario,Haldimand-Norfolk,23-10-2020,4.0,512.0,0.0,32.0,16.0,0.0
Ontario,Huron Perth,23-10-2020,1.0,142.0,0.0,5.0,6.0,0.0
Ontario,Middlesex-London,23-10-2020,10.0,1081.0,0.0,59.0,130.0,2.0
Saskatchewan,Not Reported,23-10-2020,0.0,3.0,0.0,0.0,3.0,0.0
Alberta,Not Reported,23-10-2020,0.0,54.0,0.0,0.0,7.0,0.0
BC,Not Reported,24-10-2020,0.0,88.0,0.0,0.0,0.0,0.0
Ontario,Thunder Bay,24-10-2020,0.0,110.0,0.0,1.0,2.0,0.0
Ontario,Toronto,24-10-2020,353.0,26266.0,2.0,1348.0,3964.0,30.0
NL,Labrador-Grenfell,24-10-2020,0.0,7.0,0.0,0.0,0.0,0.0
Quebec,Nunavik,24-10-2020,0.0,28.0,0.0,0.0,5.0,0.0
Quebec,Not Reported,24-10-2020,0.0,67.0,0.0,0.0,16.0,0.0
Alberta,South,24-10-2020,0.0,2195.0,0.0,27.0,269.0,1.0
Ontario,Timiskaming,24-10-2020,0.0,17.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,24-10-2020,0.0,56.0,0.0,1.0,0.0,0.0
Quebec,Capitale-Nationale,24-10-2020,135.0,8117.0,7.0,285.0,2198.0,43.0
Alberta,Not Reported,24-10-2020,0.0,54.0,0.0,0.0,7.0,0.0
Ontario,North Bay Parry Sound,24-10-2020,0.0,45.0,0.0,1.0,6.0,0.0
New Brunswick,Not Reported,24-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 5 (Campbellton area),24-10-2020,2.0,127.0,0.0,3.0,54.0,1.0
Manitoba,Not Reported,24-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Halton,24-10-2020,34.0,1863.0,0.0,30.0,410.0,3.0
Saskatchewan,Not Reported,24-10-2020,0.0,3.0,0.0,0.0,3.0,0.0
NL,Not Reported,24-10-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,24-10-2020,0.0,68.0,0.0,1.0,0.0,0.0
Ontario,Durham,24-10-2020,34.0,2794.0,0.0,182.0,428.0,1.0
Ontario,Kingston Frontenac Lennox & Addington,24-10-2020,0.0,174.0,0.0,0.0,10.0,0.0
Saskatchewan,South,24-10-2020,1.0,486.0,0.0,6.0,19.0,0.0
Repatriated,Repatriated,24-10-2020,0.0,13.0,0.0,0.0,0.0,0.0
BC,Interior,24-10-2020,0.0,667.0,0.0,2.0,104.0,0.0
Saskatchewan,Far North,24-10-2020,4.0,422.0,0.0,7.0,58.0,0.0
Ontario,Huron Perth,24-10-2020,0.0,142.0,0.0,5.0,6.0,0.0
Manitoba,Southern Health,24-10-2020,24.0,566.0,0.0,13.0,192.0,2.0
Ontario,Simcoe Muskoka,24-10-2020,0.0,1231.0,0.0,47.0,208.0,6.0
New Brunswick,Zone 4 (Edmundston area),24-10-2020,0.0,8.0,0.0,0.0,0.0,0.0
Quebec,Estrie,24-10-2020,26.0,2473.0,1.0,35.0,445.0,2.0
New Brunswick,Zone 2 (Saint John area),24-10-2020,0.0,32.0,0.0,0.0,1.0,0.0
Ontario,Southwestern,24-10-2020,3.0,305.0,0.0,5.0,32.0,0.0
Ontario,Grey Bruce,24-10-2020,1.0,170.0,0.0,0.0,17.0,0.0
Manitoba,Interlake-Eastern,24-10-2020,14.0,324.0,0.0,3.0,109.0,1.0
Ontario,Eastern,24-10-2020,0.0,522.0,0.0,14.0,193.0,2.0
Saskatchewan,Saskatoon,24-10-2020,33.0,637.0,0.0,2.0,169.0,0.0
